区域,北京,餐饮类型,火锅,店铺id,1816984255,店铺名称,巴渝老灶重庆火锅,经度,116.15033,纬度,39.804535
用户,星级,评论
匿名用户,5.0,马阿姨的服务态度特别好特别热情，谢谢阿姨！
jiL787120713,5.0,服务超级赞，尤其是03号服务员，阿姨很热心，服务周到，态度很好。菜品很不错，肉很新鲜，计划过生日会去。以后聚餐也会选择这里，赞！
muP507555210,5.0,013大姐的服务非常棒，照顾小朋友很细心，还给宝宝送鸡蛋羹哦。😊😊😊😊
小小爻0422,5.0,工号111的小姑娘服务特别周到，非常热情，二人餐很足，吃的特别饱，餐后还有甜品相送，五星好评!
snow312,5.0,马阿姨的服务棒棒哒！点赞呦！
区域,北京,餐饮类型,烧烤烤串,店铺id,42081214,店铺名称,韩时烤肉（枫蓝国际购物中心店）,经度,116.356607,纬度,39.952606
用户,星级,评论
大牛妈妈vivian,5.0,挺好吃，带老妈和娃来的。全程都有服务员给烤肉，吃完就烤上，很棒。南瓜羹可以续，很美味。我们三人点的美团的双人套餐，吃的很饱。肉嫩新鲜，配生菜吃很美味。推荐梅花肉，牛五花，腌制的很入味，大酱汤好喝。
HJD329807100,5.0,商家服务很好 我们去的时候还没有人  哈哈哈哈哈哈哈哈感觉整个店都在围着我们转 阿姨人超好 对我们超级热情 烤肉也很好吃 可我还是最爱薯角嘻嘻嘻 总之好评👍🏻
bGD450256105,5.0,说实在的，这是我在外卖平台上点餐以来最满意的一次点餐，无论是骑手的配送速度，还是包装的精美程度以及饭菜的可口程度我都十分满意，像这样经济实惠的商家可真的不多了，给老板一个大大的赞
urm530882252,2.0,餐品还行，服务挺好的，就是不知是疫情原因，还是其它原因，给我的感觉很混乱，特别是说有活动，解释不清，好多事情好像只是摆样子，建议大家在去用餐，先得问清楚，不然用餐后给人的心里不舒服的感觉，还有………。
JiU186606687,3.0,这个烤肉不怎么好吃。去的时候也没什么人
zPN312651350,4.0,还可以，人不少呢，菜品味道没有特别出色。
PaC914489850,5.0,味道不错
晔央,5.0,终于吃到了南瓜粥和烤肉，想吃好久好久(✪▽✪)，南瓜粥还是那么好喝，烤肉很嫩，服务员小哥哥态度很好(✪▽✪)，没有等很久
郑娜288,5.0,一般，现在肉越来越少了，而且原来的套餐比这个值，味道也一般，2个女生表示烤肉很少，还不如吃火炉火
匿名用户,4.0,调料盘洒了点调料，烤肉姐姐好像很不开心，真的就是弄调料的时候撒了一点点，这姐姐不知道是有洁癖还是故意的，烤着肉就走了好半天，把肉都给烤焦了，让他关火他说焦的好吃😓，硬巴巴的没法吃，本来想投诉的，后来想想算了，今天看到想起来评价一下吧……不好意思了
匿名用户,5.0,烤肉真的很好吃，服务员帮忙烤的，火候掌握的很好，肉质滑嫩，入口的口感刚刚好。
kEt743343373,5.0,不错哟，老人孩子都喜欢，菜量很大。南瓜粥超好喝
HsR303767308,5.0,挺好的！
michelle25,4.0,多次去吃的烤肉店，服务还可以
OpL385014176,5.0,分量挺大的，够四个人吃
_sina57932360698,3.0,疫情期间不同桌还用同把烤肉钳子，不卫生，进店时无人测量体温垃圾
匿名用户,5.0,超级爱吃，经常来枫蓝吃韩时。
dnz122886792,4.0,我要知道吃完这一顿，半年不能吃我局对绝对会点四人套餐的
CMJ770006629,5.0,菜品不错，性价比高，上菜快，服务态度很好。我觉得最好吃的是泡菜，哈哈哈
eeC304884145,4.0,价格比较实惠，上菜速度非常快！
熊仔饼呀,5.0,非常喜欢，两个人吃绝对饱饱的，分量很足，特别喜欢那儿的烤肉阿姨
Osi738654791,5.0,特别好，爱吃他家的南瓜粥，免费的哦！
ccccwwei,5.0,经常吃，好吃的，喜欢可以无限提供蒜片，哈哈哈哈
Boss郭大,3.0,味道挺好的，吃过多次，价格也比较便宜
银珍菇,3.0,套餐+单点 人均150 周五等位人多 需要提前拿号，油烟过大，弥漫式的缭绕。工作人员会主动操作烤肉，理由是怕食客烫到，一个服务员负责好几桌，手持工具来回奔波，食客呢，也甚是忙碌，烤好了就得赶紧吃，无暇聊天，大厅嘈杂也根本听不到。套餐里的薯角如同鸡肋，不如换成蔬菜沙拉，爽口些… 还有那所谓的大酱汤…
bEz980690329,5.0,还不错，就是屋里很热没有冷饮
糊糊爱吃巧克力,4.0,二人餐实在太大分了，三个女生去吃吃撑了，烤肉很好吃很嫩，南瓜粥很甜糯，而且还是无限量的，盘餐也是无限量的耶，还有免费的海带汤可以喝。五花肉肥而不腻，卷生菜吃太好吃了，生菜可以无限量提供，真的超级划算，吃的很开心，套餐里面的竖条也里面绵软外面香脆。烤肉的阿姨超级温柔，态度超级棒。
七爷也流氓,4.0,上午有人说想吃烤肉，想想韩时烤肉最近了，味道也不错，就来了。大概12点左右到的，根据以往的经验，本来以为会等位，结果竟然没有等，直接点餐开吃，又加了一份韩式炸鸡，一瓶啤酒，吃的刚刚好。唯一的不足，我们座位上面是新风出口，隔一会儿就要吹风，冷啊！说了两次也没停，最后结账经理很愧疚的送了几听饮料，算是道歉。
GbG684659052,5.0,"首先餐厅所在位置非常好，位于枫蓝国际购物中心，门口有专人欢迎，一进去可以看到餐厅很干净整洁，装修风格也比较好看，让人感觉很舒服，桌子和烤肉用的盘子看起来也比较干净不会油油的，特别是服务很周到，会有服务员过来帮忙烤，不知道是因为本来就好吃还是他们比较会烤，吃起来味道不错，但是量不大，两个瘦子刚刚够。
没有排队，但是看到人还是挺多的。"
kXp951876632,3.0,吧唧好的话题终结者荣耀体验服怎么下载体验服
蔷薇花与蚊子血,5.0,肉有点少
熊仔饼呀,5.0,挺好吃的
kXp951876632,1.0,很好很好很好的，以及人之老好了？
FGQ452866887,5.0,交通便利，味道可以，服务挺热情
zjy01,1.0,还是不错的 可以常来吃吃喝喝的啊
听雨的拖油瓶,5.0,第一次来拔草，还比较满意，以后再来
SAY408965106,5.0,很好，服务很好，疫情期间很好了
wKr649194339,5.0,在美团9.9元团的一份大酱汤(并附送一碗米饭)，没想到还赠送六种小菜，2碗巨好喝的浓浓的南瓜汤。不到10元吃饱吃好。而且是在枫蓝国际购物中心内这样繁花的地段。服务员态度也不错，上菜速度也挺快。超值的。强烈推荐韩时烤肉店。
试验专家,5.0,非常喜欢，味道好，价格合适
season0818,5.0,"秒杀抢购的，9.9抢购的,超值的,就在办公楼里，午饭时间头十二点来的，验券很顺利，桌上头六小份小菜，还有南瓜羹，一会儿大酱汤就上来了，还配一碗米饭，作为工作日午餐，真的是美味热乎又实惠，美团的活动太给力了，赞赞赞！"
ymy218749439,3.0,"偏贵
【性价比】较低
【环境】还行
【服务】不上不下，一般
泡菜炒饭性价比特低，两碗饭，加一份泡菜"
桃桃2005,5.0,好吃方便，不用自己烤，味道好
HHHhhh_ZZ,1.0,服务极差，验了好几遍券菜也不知道给谁了。醉了也是
QIR690828931,3.0,还行，炒乌冬面太咸了可以配着肉一起吃好一点，其实我们因为离的很近经常会去这家吃，但是这一次稍微服务有一点点没有以前那么热情😂😂，有的阿姨可能不太熟悉点单我们点菜时候有点生疏，但是阿姨们还是很贴心的讲解各种菜品的吃法和时间，两个人吃不用点太多主食，因为我们一般吃完肉了都没有太多肚子可以吃主食了容易浪费，就是一个建议哦，总体味道还是还不错的
怎么吃也不长胖o,4.0,秒杀了一个9.9的大酱汤( ˙-˙=͟͟͞͞)  然后自己一个人就过去吃了，餐厅里面大部分都是两个人以上吃烤肉的，就我一个人在这里吃大酱汤…不过服务特别好，还有免费的小菜和南瓜粥，特别好吃特别好喝，大酱汤挺好喝的，就是量比较小而且里面的菜比较少还不好吃，就一点土豆，洋葱和南瓜，如果单纯买20多的酱汤还是不划算的
陌上人不识,5.0,菜的味道不错，服务超级好～～送的南瓜粥好喝～～
匿名用户,5.0,这家烤肉不错啊，味道不错，点的套餐很划算，店员会帮忙烤，很方便，套餐也很实惠，点的3人餐，没吃完，量很大。枫蓝购物中心这里餐饮很多，吃饭高峰期需要排队，排了40多分钟才吃上，孩子也喜欢吃，种类也很多，很棒。
匿名用户,3.0,很好吃，服务也好，南瓜粥还是那么棒～不过量有点少，四份肉两个人也就刚吃饱，还因为喝了好几碗南瓜粥和吃了米饭。如果单纯喜欢吃肉的伙伴们这个份量肯定不够吃的
呼吸故事,4.0,套餐搭配很好，两个人吃的很饱～服务态度超好。
NKF460256514,5.0,不错不错，服务态度很好，味道也很好，推荐。 #南瓜粥# #红曲五花肉# #辣白菜# #特级牛五花肉#
EAb438617941,4.0,随桌附赠了小菜，牛肉的话感觉有些少，冷面超级好吃，冬天喝冷面的汤别有一番风味哦
MTt785359470,4.0,喜欢，服务很好，烤肉也很棒，我本来就喜欢韩式饭，烤肉的阿姨也很贴心，看我们吃完了就过来烤，在美团上买了双人套餐，除了蔬菜沙拉，其他的都好吃，强推那个魔方牛肉块，还有那个土豆的叫什么薯塔还是什么来着，忘了。双人套餐挺多的，还有吃完有那个泡菜炒饭，也超级好吃的。
MtE351986,4.0,菜品不错，是老顾客了，就是没有以前优惠多，以前的优惠比较大，想对比店里还是喜欢团购哈哈，感觉不错，三个朋友们吃也比较合适，服务员很热情小菜和南瓜汤随便加
匿名用户,3.0,"白还行，忘记拍了。用的美团的券。一开始服务员抄下了我的美团券码，我以为这就结束了。然后就和朋友离开了。刚离开餐厅门口10米吧就，就被服务员背后喊‘喂’，‘喂’的喊回来，说我们没付钱？？？拜托！那我以为你一开始抄下来券码，就等于登记了我的美团券呢，也没提过我还得再扫码啊！！！！弄的我要是霸王餐似的。非常不愉快。反正大概也不会去第二次了，哼🙄️
【服务】
【服务】"
匿名用户,3.0,烤肉还可以，套餐没有看上去那么划算，但两个人能吃饱，高峰期等位太久了点
gXy382763816,1.0,不好吃 不好吃 菜又少 下次再也不去了
XBK184645113,4.0,肥而不腻 还有免费南瓜粥 不错
XBK184645113,4.0,量很足 服务员也很热情
匿名用户,4.0,"最爱的免费的南瓜粥
真的是很好喝呢  推荐推荐 #南瓜粥#"
pTS166059486,5.0,味道一如既往地不错，性价比也可以，值得品味
约瑟夫K,4.0,总体上性价比还是不错的，四人套餐两大一小没吃完，肉类都很新鲜，味道不错。
灬枪哥,5.0,"【口味】真的很好吃，尤其是魔方牛肉，好吃
【环境】环境好，就是地面装修风格吧，滑
【服务】一级棒，全称服务员帮烤，不用担心火候，一个接一个停不下来"
RQI477077555,3.0,have不打尔特不打他度饿不饿爵迹不发
宗小饼,4.0,买的套餐一家三口吃，份量足
匿名用户,4.0,南瓜粥小菜不限量，服务很好～
Nikeday,1.0,差到极点了新来的服务员什么都不会，然后菜品还少东西
Mec329011762,5.0,很好吃！服务员也很好
金鱼哇咔咔,3.0,南瓜粥真是不错，好喝，还很甜。推荐来喝，肉也好吃，就是死贵
金鱼哇咔咔,3.0,南瓜粥的心里暖暖的，五花肉很香，肉量需要再加大
金鱼哇咔咔,3.0,南瓜粥很好喝，来吃烤肉必须喝南瓜粥啊！
匿名用户,5.0,味道超棒，肉好吃不说，薯条、奶酪、红薯泥什么的也都超好吃，服务也很到位，服务员帮忙烤，看到烤好的东西吃的差不多，会接着烤别的东西。
lcati梁,5.0,五花肉特别赞，服务员服务到位
匿名用户,5.0,鲜五花肉和腌制五花肉都非常赞！
yan790716,3.0,孩子军训回去去的，菜品还可以，，有点小贵😔
wYb557231492,5.0,味道很好啊，肉很新鲜，超级喜欢南瓜汤，还是可以不断要的，俩个人要了套餐吃的撑了还没吃完，会再去的！
rebeccajian,4.0,工作日中午出来觅食，团购了9.9元的韩时烤肉的芝士玉米，中午来用餐的人很多，我就团了个芝士玉米，但是也送了南瓜粥和小菜，店家真大气，大约等了十分钟，一份金黄的铺满浓浓芝士的玉米上桌了，味道不错，配着小菜吃不会觉得腻，再加上南瓜粥，吃得挺饱。性价比超高。推荐！
果果果果果.,4.0,服务态度不错 希望菜品能在新鲜一点
wdi002,4.0,三人吃饱喝足
WEl804355220,3.0,一家人都喜欢的一家店，老人特爱南瓜粥😁今天是下午茶时间，服务员可能休息的多，烤肉慢一些
匿名用户,5.0,排队很长，但是味道不错~还会再去
匿名用户,4.0,很喜欢，口味不错，烤肉恰到好处，服务周到！
路飞爸爸,5.0,烤肉不错，上菜很快，小菜量也足
Kts942685031,5.0,服务员好好
匿名用户,5.0,棒棒哒
RmN493197906,4.0, #精选和牛肉# #特级牛五花肉# #韩式烤肉# #烤牛肉拌饭# #小海带汤# #红薯泥#
zTS802938190,5.0,非常好，十分满意～一起去吃的很happy，而且还帮人烤肉服务很好 #红曲五花肉# #南瓜粥#
匿名用户,5.0,味道不错，比别的地方的要好些
匿名用户,2.0,难吃。不会再去了。。相同的韩式烤肉不如三代同堂，服务员也都是些大妈
ugw169572068,5.0,还不错，好吃的很四人餐吃撑了
AsofTMan,3.0,这个烤肉真的菜品相当少，希望加以改进，价格偏高是真心的
匿名用户,5.0,菜品丰盛，肉质好，回头客妥妥的。 #南瓜粥# #肥牛金针菇# #魔方雪花牛肉# #香辣梅花肉# #特级牛五花肉# #韩式烤肉# #韩时拌饭# #炒年糕#
AsofTMan,3.0,价格偏高，菜品偏少，希望加以改进
Ffg491606513,4.0,味道不错，量挺多，两人吃不完，可能我俩不太能吃。
爱尚春辉,3.0,还可以吧！家附近比较方便偶尔吃可以的。太油腻了
Icm249946869,3.0,感觉肉比之前的量少了，也贵了，但是服务部错
匿名用户,5.0,不错，经常和妹妹吃
匿名用户,1.0,网上双人228的券还要另收餐具费用，量少还贵，两个人都没吃饱，最后靠饭撑着，一人吃了两碗米饭（ps：一男一女，学生）
Fhh772644766,3.0,服务员服务到位味道不错的值得推荐
英妹儿Carrie,5.0,不错 分量很足～俩个人吃足够了～我们俩个女生都没有吃完
匿名用户,2.0,不太适合孩子吃，下次不能带孩子 #魔方雪花牛肉#
匿名用户,3.0,菜品口味还不错，干净、环境也不错
匿名用户,5.0,蛮好的～
JGk956806951,2.0,生菜感觉不太新鲜，其他的还好，人均100
雍沐,4.0,emmm我和朋友一致认为这家烤肉店除了烤肉其他的都特别好吃 薯角💯 南瓜粥💯
yu莓莓～,5.0,很棒！！！去过很多次了哈哈哈，总之很棒哦
匿名用户,5.0,有专人负责给烤肉，服务还行，人多的时候一个服务员要管好几台，五花肉好评 #南瓜粥# #生菜包肉# #石板烤五花肉#
郭巍鸿94,5.0,阿姨服务很好👍
匿名用户,5.0,味道非常好，网络买单很实惠 #南瓜粥# #肥牛金针菇# #生菜包肉#
Kjv317375489,4.0,很不错的烤肉 环境好 服务也还 酱料很好吃 烤肉就是吃酱料 南瓜粥超好喝 无限续杯 哈哈哈 #南瓜粥#
樱舞九天f,3.0,性价比跟自助餐那就不要比了，因为没有可比性，太贵了，不值这个价，最后一次消费，有这一人150在哪家同价位自助餐厅都比这里吃的好
DNB134242268,1.0,味道不咋样，但服务员服务很到位！
匿名用户,5.0,"【环境】人也多但是不拥挤，没有烟，干净
【口味】不错，南瓜粥很好喝
【服务】服务员会给烤肉，不用自己动手 #南瓜粥#"
匿名用户,5.0,服务周到 牛肉很好吃
匿名用户,3.0,牛肉太老 价格票高 都用在帮烤肉的服务费上了吧
匿名用户,4.0,牛肉有点老 无限续的南瓜汤不错
BiN898871014,4.0,服务员还挺热情 环境也还行吧 南瓜粥比肉好吃我觉得
你二婶拿着菜刀,2.0,服务生小哥哥服务特别好特别认真！就是菜量不是很大，买优惠卷之外单点了一份鸡翅，39元给了4跟翅中。。。。有点搞笑了 #芥末起司薯角#
violeally,5.0,就在公司楼下，分量足，聚会有时会去那里，小菜免费的，而且特别好吃，南瓜粥土豆泥好吃好吃，肉类金针菇肉很好吃，生菜搭配配料很香呀。服务特别的好，会帮忙烤肉，我们只管吃，购买环境也是不错的，一般不用等位，可以提前预定，不错不错不错
