区域,北京,餐饮类型,烧烤烤串,店铺id,4147527,店铺名称,金滏山自助烤肉（大成路店）,经度,116.255102,纬度,39.889762
bingxue10000,1.0,烤鸭象冷的加热的，灌肠味道也差。上了个烂筷子要求换一双居然还又单收了钱。不会再去了
QwN801626190,5.0,环境好，味道好极了，两个人点一只吃不完，价格还实惠，吃完再去逛街哈哈哈哈，强烈推荐
匿名用户,4.0,菜品很多哦，价位也合适，南方妹来北京吃饭的感觉就是菜多，本来还准备点几个菜的，服务员推荐说够了就没点，结果还没有吃完！
棉花糖的永远,5.0,服务生小姑娘服务非常好，热情，可爱！烤鸭非常好吃，又非常实惠！酸菜鱼也很不错，微辣适合过米饭吃！鸭汤很实惠，完全不是空骨料，还有吃头的，真心不错，来北京玩，跑了好多路，在美团上看到的，不枉费我跑这么远，！值得推荐！
深谷之处,3.0,老北京人推荐去的，味道还行，价格实惠，但吃完就不期待在想吃了，还有提升味道的空间
LnW670237221,5.0,不错
SXQ373676323,3.0,跟朋友一块过去玩，走到哪里正好打开美团看看评论，还不错
yzle1,1.0,"不怎么好吃
【服务】也不怎么好哦第一次去"
要哪样！,1.0,上的麻婆豆腐，吃第一口就吃到了石头，服务员也没给个说法，直接就把菜给退了。服务员态度还很不好，给餐具的时候直接扔桌子上。真的是去了这个饭店对北京印象都不好了。去北京旅游的别去，找气受！
VTz430570338,5.0,很好吃   服务一般
匿名用户,2.0,专门给外地来北京旅游人量身定做的旅游套餐，又贵又不好吃做的还唬弄！
心爱33,3.0,烤鸭味道还不错。服务也还行。就是没有厕所
她们叫我大飞哥哥,4.0,还不错，价格合适，味道还行。
GEU583083941,5.0,非常棒！
qwop1234,2.0,一般化哦，吃不惯，可能我们是湖北的原因，南北饮食差异挺大的
匿名用户,1.0,我口味刁钻，太难吃的，肉难吃，菜也难吃，便宜果然没好货
AQj573949992,2.0,说了一般就是一般让我評論什麼啊还要15个字
匿名用户,4.0,烤鸭感觉还不错，最主要是酱合适，其他的菜也很不错。
摘星星的叶子,2.0,烤鸭一般般。太一般了，不正宗。
迷惑后生路〃,4.0,味道不错，服务也很周到，值得推荐
pnd667325488,2.0,一般般，鸭子肉和鸭子皮都好油腻，不是很推荐，
ZRW518733710,5.0,非常好吃
jrr244091799,3.0,环境还好，味道还行，份量足，服务态度好，
qkQ989635373,3.0,烤鸭还可以，分量足，味道一般，旺季能排上号，别的地方要拍两三个小时
CSV739817437,4.0,蛮好的去北京玩 吃的第一顿烤鸭。感觉和我们这儿的没差
jn080210,5.0,要的全套的，我们一家三口最后就吃了半份就都吃饱了，味道还不错哦，生意很好
Hdudnnx,1.0,味道不好。服务态度差，。。。。。
猫步电音快感,2.0,烤鸭不行，不好吃 不是'正宗的北京烤鸭
匿名用户,1.0,菜的口味一般，服务太差，服务员没有一点职业道德
YLy331589974,2.0,只点了烤鸭，来这家嗲。是因为四季民福实在是人太多要排队两个小时，但是晚饭后有别的安排所以找到了这家，原本看到评分不高有点犹豫最终还是决定试试，毕竟有的时候评价不准确。试了一下之后。。。。，真的，请大家相信评价，每一个字都是很中肯的评价，服务态度倒是还行，我们遇到的服务员很好，但是除此之外，差评里的每一句话都很中肯，烤鸭这。的非常非常非常一般，鸭架汤倒还行。总体来说，这个评价不是带着情绪的，是真的不太好吃，有时间等待的话还是去四季民福吃，建议不要再王府井地段就餐，有名的，好吃的店会非常人多非常非常，建议可以去前门大栅栏的人都比这里少
彭嘻嘻___,4.0,烤鸭的口味绝对值这个价钱！店的位置对于外地游客好找，下午5店客人就做满了，服务员有一点点忙需要等候。
Ctaitai,1.0,有史以来吃过最难吃的烤鸭 咬下去一口廉价油的味道  套餐只包含片皮烤鸭 要鸭架另外收费16元 椒盐鸭架都没味道  全部是油的感觉 以下图片都是吃剩下的  只有一位服务员姐姐好说话
小孩不吃干撒,1.0,只能说差吧，在到北京的第一天晚上吃饭，碰上了个这，心情都不是很好了。服务差，都知道买了鸭，还有鸭架，没问服务员提都不提，然后走了说要鸭架，也不给加工（可能原本都没打算给）加工一下不好，不知道来北京的大部分都是游客？希望在有去的朋友，买之后告诉卖家鸭架加工一下（加工他们收费）不上图了，整个旅行被搞得难受
大飒蜜0922,1.0,菜还可以，就是服务超级不好！！！！实在不推荐去，我和朋友一共四人，我们去吃饭了不是去受气了！吃的我肚子疼！真后悔，从故宫专门跑到郭记，结果吃了一肚子气，一个服务员都能对顾客不尊重，不服务，那么请问我凭什么去光顾你们！！！！第一，首先我们中午3.00才去的，隔壁明明有三张大桌子，却不让我们坐，挤在一个小桌子上，吃不好！第二，问我们鸭架的味道要什么味时说的太快，我们没听清，还一副不耐烦的样子，选择完才告诉我们要加价25元。第三，整理隔壁桌的时候，朝着我们桌挥动桌布，实在是不礼貌。第四，给我们放水壶的时候放在边边上，一点也不礼貌，全程一副不耐烦，不想理的样子。总之吃的很不爽！！（另外:我们后面一桌叫了三声服务员，结果就在跟前理也不理，叫了一声，美女，她才抬起头来说等会。）已经走出来了，刚上菜没心情拍照，吃完了还剩下很多。肚子疼吃不下。不是为了积分，为了陈述事实！！！
JOYCE88620,1.0,猪脚味道还行，其他菜就一个味，又咸又甜的酱味，超咸的，不健康
尧舜天子,3.0,口感不错，就餐环境卫生，服务有待提高
xiaopingzn,4.0,烤鸭味道就是好吃，地理位置也很不错
匿名用户,4.0,烤鸭好吃，儿子一个人就基本上吃了多半只烤鸭。菜品口味好，环境不错
匿名用户,1.0,鱼汤里面有毛发，最开始以为是米饭的，后面吃完了鱼片喝汤的时候发现鱼汤里面也有，反胃
Tup296385889,5.0,非常好  上菜快  非常好吃  正好溜达故宫可以好好吃一顿
小朱小朱小朱1,5.0,三个人定了四人份套餐吃的太饱啦，菜品很好吃。 #烤鸭# #爽口大拉皮# #酸菜嫩鱼片#
迷路de金牛,5.0,奶奶说比老家的好吃😊
敏敏8194,5.0,环境很不错哦，菜的味道很好，四个人吃刚好。开始看评价说服务不好，还很担心，体验下来还不错，而且美团的客人招待的热情，家人吃的很满意。
yrx04291,2.0,餐巾纸收费很让人讨厌、因为地段原因、不主动给鸭架子、要反复和他们要、以为是游客呢、不主动要都不主动给、而且每次要时候当之前说的话失忆了
Catherinemale,3.0,从故宫出来后地图上搜到的一家店推荐，抱着试试看的心理步行来吃饭。冷气很足，冻得很不舒服，座位有些挤，后面一桌带了小朋友，不停地晃椅子，感觉像坐船。冲着烤鸭去的，但是没达到预想的味道，还没有新梅华的烤鸭正宗呢
一见倾馨、flower,5.0,烤鸭很好吃，我孩子都吃很多还不停的给我说这个好吃😋不过老板，真心建议你们换掉辣椒和花椒，当时我们点水煮的时候还特意说让多放辣椒和花椒，结果既不辣也不麻😅
匿名用户,5.0,菜品不错，服务到位！赞赞赞赞
媛溪儿,4.0,就是人很多呀
Pre699332037,4.0,在北京这个价格能吃到这么丰盛的菜，真的很满意，服务态度也很好
搞笑252,1.0,服务态度冷淡 菜里有根头发 不好吃
匿名用户,4.0,烤鸭味道好，上菜快，两个人一份没吃完，很实惠，环境很好，服务也很好，位置也好找，推荐朋友们去。
不睡不醒943,2.0,不好吃，没特色。大众馆子而已。
匿名用户,1.0,烤鸭太腻，不脆，看比较勉强吃了点，怕浪费，杂酱面难吃，基本没怎么吃，鸭血旺更不谈，味道真差
揖峰雅筑,4.0,不错不错，逛了一天的故宫很累，准备到王府井找家店歇会儿，看到这家店，点了个套餐，以为不够到时候再点菜，居然量超多，我是南方人也能接受这个口味，烤鸭可以和全聚德相媲美。
朗奥景观,1.0,服务超级差，叫几次服务员不理，还给脸色看，烤鸭也很难吃，摆的味道也很难吃，很糟糕的一次吃饭。
匿名用户,5.0,"【服务】服务挺不错，服务员热心推荐。
菜的分量很足。味道也不错，酸菜嫩鱼片没有刺，大人小孩都可以。
北京物价很贵，这一家算不错了。"
FbR514824380,4.0,味道好，价格实惠
mEq811264714,4.0,份量足，那个地段，算物美价廉了
c56975455,5.0,母女三吃了四人的套餐，管够，很饱，烤鸭真不错，而且正好在酒店的对面太方便了
匿名用户,3.0,烤鸭一般，点菜还上错了，自己在菜单写的鸭肠，上的猪大肠，鸭架不问服务员就不会告诉你还有鸭架，然后加了16元，炒了一下，带走了，然后单独问服务员要的手套，服务不到位
nJP431505448,5.0,一切都好好吃。很大一份，四个人还吃不完。总之，这是在北京最满意的一次用餐经历。
jBf594911315,3.0,口味还不错，四人餐刚刚好。人很热情
LML327077275,3.0,上菜真的很快，老北京的味道，很地道，吃的很开心。
匿名用户,4.0,"【口味】
【环境】
【服务】
【等位】"
wix159088117,2.0,说句心里话一般般！貌似都是旅行社炒作起来的。味道真的一般。
区域,北京,餐饮类型,西餐,店铺id,358750,店铺名称,上島咖啡（公益西桥店）,经度,116.371301,纬度,39.834346
用户,星级,评论
腾521达,3.0,没有想象的那么好，分量一一般般
匿名用户,1.0,先说服务吧。好久没见到这么冷漠的服务员了，上菜时一句话不说，放下就走。明明桌子中间有空位，她就非得放在桌边缘，我们自己端过来。蛋糕中间的果肉，能吃出冰渣的感觉。餐包硬硬的，没什么口感可言。披萨就那样吧。对牛排没研究，还行吧。最无语的是吃到差不多的时候，闻到一股臭味，跟没人打扫的厕所的味道一样。
dUT104230902,1.0,牛排吃到半拉吃出来了个钢丝线，明显是钢丝球上面掉下来的，哪天是请人吃饭，就没言语，等到吃完喊了服务员，说明了情况，上来第一句说送我一杯饮料可以吗，当下也很无语，我该怎么接呢，我把我在意的点表达给了工作人员，她也是跟我说了抱歉，然后第二次说了赠饮料的事，本来我们点餐的时候点的饮料还有一大半没喝完，我说不是想争取一杯喝的去跟他们反馈这件事情，只是想让他们意识到这个问题很严重，一个钢丝球上面的小细丝如果不注意，吃到嘴里也是相当危险的…
QUI922800859,3.0,我吃的花月牛肉，尤其喜欢胡椒粉料，一点点的辣味，刚刚好！浓汤是椰奶味儿的，闺蜜很爱喝，烫呼呼的，虽然的夏天，有一种家的感觉。肉酱面分量很适合，肉酱特别多，味道偏咸，配着蔬菜水果沙拉吃，很舒服。总之，一天之内吃得最满意的一餐了
xiaoyudi0120,3.0,出门办事后已是黄昏时，即想喝咖啡又想吃西餐，于是就近团了上岛咖啡公益西桥店的双人套餐。贵店位于南四环公益西桥东北侧的名流未来大厦的二层，跟着导航驶入大厦比较沉旧的地下停车场，黑呼呼的电梯，上到二层右拐走一段，看到这环境心里凉了半截的，好在是在不起眼的尽头，总算看到上岛咖啡店的招牌了，推门而入倒是眼前一亮，蓝色调是该店的主色调，每一个餐位都有灰色的帷幔和珠帘与外界似隔非隔，私密性较好，雅致的雾霾蓝的大沙发软软的，坐上去超舒服😌。落坐后不久咖啡、奶油南瓜汤、沙拉就上来了，服务也很热情，上岛咖啡不愧是老店，咖啡味道醇香浓厚真的很好[强]奶油南瓜🎃例汤金黄色的很诱人，香滑配上法式奶香小面包很好吃😋、水果沙拉爽口开胃、六分熟沙朗牛排🥩肉质肥美细嫩有弹性、团购纽约客牛排🥩被换成菲力牛排🥩却事先未说明，问询后客服人员回复我们这个店双人套餐都是配这个菲力牛排🥩这肉质更嫩的，但小女子因为喜欢纽约客牛排有嚼劲儿的粗旷的口感才选的这个团购双人套餐的，有点儿小失望，小女子总觉得菲力牛排太过细嫩平时不太喜欢吃也很少吃的。不过贵店环境还是很不错的，安静又舒适，很适合做商业冶谈或闺蜜喝茶喝咖啡聊天的。闹中取静的好地方。看了一下菜单还是价位偏高，不过团购性价比还是超高的，祝愿贵店生意兴隆！ #澳洲西冷# #提拉米苏# #奶油南瓜汤# #安格斯菲力#
hshyh许,3.0,从美团上看的，感觉挺不错的，也挺实惠就个男生朋友一起去种草了，去了店里之后装修不错，地理位置也挺好，在用餐途中后厨有一些小小失误，但是已经帮忙处理了下次一定要注意呦，服务员再热情一点就更好了，我们是来消费的，如果服务再好一些的话，在做一些培训，肯定会给你们加分的，总体来说菜品ok，服务再提高一些，下次还回来光顾的
huping0206,3.0,环境真的太吵了，东西味道还可以
我和我的祖国,1.0,实在不怎么样，一进门服务没有笑脸，太没热情，感觉顾客像白吃饭去似的。菜品更不值那个价位。反正觉得上当受骗了。
Caroline2701,3.0,牛排比较硬，汤不是很好喝。位置比较偏
GaG300144965,3.0,份量有点少说实话。。。。。。。。
KrB753543973,3.0,饭菜还可以，服务一般，环境挺安静的
王小林1203,5.0,性价比高，很多，人很少，服务还可以
xiaosl321,1.0,新鲜果汁其实就是饮料橙汁，味道还不如美汁源的，总之，不要抱太大希望
gd188109,3.0,价格还行 服务和环境也还算不错。
xiaosl321,1.0,味道真的很一般，很一般很一般很一般
RmL868195140,4.0,和家人一起去了好几次了，个人觉得环境很安静还不错。
oup35680573,3.0,环境不错，让人觉得心情愉悦，赞👍🏻 #纽西兰西冷牛扒# #澳洲西冷# #澳洲T骨#
L.mm！,2.0,环境差 人很少很冷清。服务还算可以
ATl499890105,3.0,环境一般，比嘈杂的饭店或者坐在大街上强，一定要团购，要不黑死你
匿名用户,2.0,"【环境】不错
【服务】极差
【口味】提拉米苏还带着冰碴儿呢，咖啡的口感差，奶油汤的味道还算不错，牛排还好。"
匿名用户,4.0,结婚纪念日去的，环境不错，味道也不错
讠子R,4.0,是从美团团购的。牛排特别嫩，特别好吃特别好。位置特别好找，离着地铁站很近。
HxH152342147,4.0,店内环境不错，口味还可以，可以去试试
XfP426401780,4.0,"不错，很实惠，
【口味】不错
【环境】不错
【服务】不错"
匿名用户,3.0,价格优惠 而且美味 可以说是不错的选择了
tmyangluyao123,3.0,人很少，环境不错。牛肉都是筋嚼不烂，其他的还好
fKe617908229,4.0,好好好 孩子喜欢
匿名用户,5.0, #咖啡# #澳洲西冷# #香辣鸡翅#
taizijj,2.0,总体一般，吃的牛排不是很好，送的东西一般。
xFs721036842,5.0,量多，性价比高，相当的实惠，一次有会北京出差的话，肯定还会过去品尝的哈
ayo王夫人,4.0,价格便宜  菜品口感还好  支持
YiyudAtOuyo,3.0,沙拉不是我喜欢的味道 其他菜品还可以 汤是最好喝的 只是服务员好像有些不耐烦
匿名用户,2.0,太慢了，等了一个多小时。口味，一般。
fl465494482,4.0,听不错的  环境好  比较适合两个人聊天  牛排的味道也很不错
刘.凤,1.0,跟我说10闭餐 我10点20听到别的客人说可以点餐吗。他们服务员说可以。我紧赶慢赶的10点之前到了，还有一个问题，客人说谢谢，服务员不理会，现在上岛都这样待客了吗。餐碗也不合格 我不是一个不讲理的人 头一次差评 真的 希望以后态度好一点吧 毕竟吃过好几次
_qqt831438145253,3.0,凑合吧、服务态度并不是很好、味道还可以
Hxw438318741,2.0,晕，这次也太差了，又没有几个人，居然吃一样三两分钟等下一样二三十分钟，50多分钟了还没有见到牛排，上个蛋糕还化了
成年小学,2.0,服务态度很差，美团订的去了实体店居然没有了我们要的那种，然后服务员就把我们撂在那里不管了，过了二十多分都没人搭理我们，后面找到人让我们换品类，要不就美团退款，及其敌意，感觉我们不是顾客，是欠债的
zhuzhiyuan6332,5.0,环境优美，菜品很正，非常不错的选择！
匿名用户,3.0,冷冷清清环境不好……菜品味道一般……服务还可以……
SGX333676467,3.0,环境还行吧，虽吃出了头发，但是解决问题挺快的，服务也很好，还可以
匿名用户,3.0,口味还行就是那个浓汤 喝不惯  以后还会去
嘿嘿哈哈6668,4.0,这个价钱对得起这个餐，挺好的，一直在这里吃
嘿嘿哈哈6668,4.0,一直在这里吃，不错的一家餐厅
嘿嘿哈哈6668,3.0,还不错，一直在这家吃，xxxx
于海影523,4.0,还不错，两个人吃够了
Cse885775740,5.0,环境不错，挺好找，菜量有点偏少  不过价位挺合适 #牛排# #每日浓汤# #咖啡#
张忻洋,3.0,不错不错挺满意的就是浓汤不喜欢吃
反手一个赞y,1.0,环境特别好，不过价格确实贵，总体不错
小公主哇。我,4.0,挺好的，喜欢这种环境优美的地方，有情调还浪漫，发个美美的图做参考
liudeping,4.0,环境不错，清静，菜品也不错，价格实惠，点个赞！
wVj741853571,5.0,服务好，菜质量好，环境好，会推荐朋友们来
Qsw533994783,4.0,感觉不错
深蓝色的忠诚,3.0,带儿子去花卉大观园，儿子想吃牛排所以团了这家，地方略有些偏僻，开车很方便，楼下就是停车场，牛排和浓汤不错，其他一般，两个人168也还算合理。环境稍微寒酸了些，不是豪华的那种，有点文艺范，但沙发茶几吃饭感觉不和比例，服务还可以。离的不远有个银杏林算个小风景。 #牛排# #浓汤#
liuqizhu95950,5.0,味道不错，交通便利，上菜速度很快，咖啡很好。
xuy916242447,3.0,环境还可以，菜品做的真心不怎么样，意面和沙拉实在太差了，屋里温度比较低，所有菜同时都上，刚吃了一部分，剩下的菜就已经全凉了，牛排就像平时铁板烧做出来的一样，红酒和饮料，也都非常一般，团购的套餐价格还可以接受，如果单点的话就实在太不值了
AKC429605993,3.0,好吃不贵，我是第一次去感觉不错了
八二年的AD钙,1.0,失恋的地方😔不过环境还好，值得一去
AKC429605993,3.0,好吃不贵，环境挺不错的，地方也好找
徐小博666,3.0,还不错呦，，，，。。。。环境优雅
呆瑞克123,5.0,划算还好吃，棒棒的
DvD325357629,4.0, #沙朗牛排# #咖啡#
装满购物车,5.0,经常来吃，味道还不错，价格很亲民
接吻ing的鱼,5.0,精美可口
mHj150035842,3.0,牛排不错，鸡翅也很好吃，环境还算安静，离地铁口进
RUYI329027593,5.0,忘记评价了，生日带妈妈来吃的，上午去的，人也不多，很清净，食物也很多，没吃完打包了，鸡翅和罗宋汤很好吃，牛排也不错，性价比高，还会外来的。
Wms445569395,5.0,挺好的  美团起来非常划算 ！！！！
匿名用户,1.0,去了之后就能理解为什么门可罗雀了。服务质量，意识差到极点。套餐食品的分量=儿童餐的分量。例如意面大约叉子卷2次就没有了。 #虾#
睿阳宏文,3.0,服务一般，不太待见团购的客户，团购不给开发票，
nak169048094,5.0,很满意，最快乐的一天。
Lcy500613702,3.0,澳洲牛排好吃不错，红酒！提拉米苏90分！
匿名用户,3.0,就那样，一般般吧，餐包都没有上 啊
FMg746774711,5.0,和朋友一起过来吃的 环境挺好 吃的也不错
Xqe877002044,4.0,还可以吧，就是有点冷。
我是小达人潇,3.0,味道一般，环境还行，有个摩托车挺喜欢的
lfP962675572,4.0,吃起来还行吧，主要是为了找感觉。不过我对象说不划算。不过他家鸡翅烤的挺好吃的。 #烤翅#
SPI667183124,5.0,"菜品味道不错，服务态度非常好，很客气。环
境不错"
GTU559249418,5.0,两个人吃的挺饱的，环境不错，来点音乐更好啦，ps美女服务员人很好哦
那一只猪,5.0,环境很好，格子间，每桌空间比较独立。点的团餐，菜量和味道都不错。服务员也很好。特别适合小情侣约会
怀念左边人,5.0,套餐里有一份牛肉特别老！而且筋多太不好嚼了...牙口不好的人真是咽不好咽、吐出来嘛……别的都还好！
吃货女司机,4.0,还行味道不错
匿名用户,3.0,情人节当天去的，很火，都没有位置了，也就牛排味道还可以，剩下的一般，那个沙拉菜就是糊弄人的，挺失望的
ybd686598013,5.0,挺好的 感觉挺高大上的
匿名用户,2.0,团购后又单点的。大热天的不给开空调，也是醉了，节省成本，也不能不顾及客人感受。没有一个人去吃，不是电费省的更多。
淡定的～忧伤,5.0,和妈妈不是第一次来了，味道环境都很不错哦。和我一样吃货的小盆友们、你们还在犹豫什么呢--嘻嘻... #烤鸡翅# #奶油蘑菇汤# #提拉米苏蛋糕# #澳洲西冷# #披萨#
UpS547393598,5.0,挺好的，味道还行，就是单个菜品量有点少，不过整体相对还不错了，牛排要了一个七分熟和全熟，感觉吃起来差不多，可能还是吃不惯导致的，哈哈，鸡尾酒还可以，西瓜汁感觉不怎么甜，不过够冰，，披萨也还可以，水果沙拉有点少，吃不够，其余都挺好，服务给大大的好评 #披萨# #澳洲西冷# #奶油蘑菇汤# #牛排# #水果沙拉#
爱吃肉的L,5.0,环境不错牛排做的也不错整体来讲很实惠
晶莹剔透的小雪花,5.0,挺好的。上的也快。挺温馨的，适合小情侣去。小浪漫
cCl743636502,5.0,还是挺好的，很安逸。双人餐，分量也合适。
出家肉,3.0,吃的118套，味道还可以，饭量小的够了。
gIj358824098,1.0,服务不是很好，味道没有也不怎么样
TYa390078165,5.0,还行吧，就是那个楼没啥人
fZe827126707,4.0,今天服务员太忙了，都忙不过来、要杯柠檬水半个小时没上
fZe827126707,5.0,环境不错，服务态度好
fZe827126707,5.0,环境不错，喜欢去
居家旅行好帮手。,5.0,味道一般。环境哈不错。
cYy873222505,3.0,一般吧，等的时间比较长～～～～
uml971757064,4.0,挺好的，去过很多次了
许洪飞dear,5.0,朋友吃的挺开心哒
wsM886850203,4.0,吃的套餐，比之前吃的越来越少了，没有之前好了
区域,北京,餐饮类型,火锅,店铺id,916839743,店铺名称,1516串串香（望京店）,经度,116.47274,纬度,39.99307
用户,星级,评论
青韵化蝶09,4.0,「#套餐：望京店单人餐」在附近转悠买了两个单人餐，下午4点多去的，店里依旧有吃饭的，位置首开广场地下一层，下电梯就看见好找，服务热情，选好座位告诉我们自己去选40根，由于是下午，好多菜品没有了，选了40根蔬菜肉啥的都有，盘子要单点，小料台丰富，冰粉好吃，单人餐类似冒菜，味道还行，量大，一个人吃没问题，下次试试自助
Cherry安娜苏,5.0,"「#套餐：望京店自助双人餐」520这天约朋友一起来吃串串，店里人还真不少，去晚了需要排队哦。

自助178，加饮料，人均100左右，很是很划算的，并且他家酸梅汤很好喝哎～～f锅里面的豆花很有特色，喜欢😘还会再来滴✌️"
Cherry安娜苏,5.0,"「#套餐：望京店单人餐」这个套餐真的好划算，这么多才38块钱！！还送了米饭和冰粉，她家冰粉超级好吃✌️
调料￼是免费的，可以自选。
【口味】选择的麻辣的，真的够味，量也足，特别 适合中午一个人吃，用餐体验很好，还会再来滴！"
匿名用户,5.0,在美团上购买的双人自助套餐，中午去的人不是很多，选择的F锅底，酸菜豆花里面的豆花很好吃，很想单独来分豆花呢🤣🤣🤣串串随便拿，但是不要浪费呦，酸梅汤12元无限续杯，真的吃到撑，服务态度非常好，头发是散开的，小哥哥还给了根小皮筋，以后吃串就选择1516了，非常棒
_qqct21391347818,5.0,"过年「#套餐：望京店自助双人餐」去的，超级好吃，一个人能吃小二百签也是个人才，辣锅味道超级好，最爱肥肠鸭血掌中宝排骨，素菜也很好吃，笋很新鲜，干碟油碟都很有特色
【口味】满分～一个人不到90，超便宜，爱了爱了"
tPF874559564,5.0,在家憋了一个月终于出来找吃的啦～由于疫情原因，春节回家都没吃两次火锅就回来工作了，所以今天随便找了家串串店就来吃了，毫不夸张的说，好吃哭了呜呜（可能是憋太久的原因哈哈哈哈），我个人觉得还是很正宗的，因为调料区还有折耳根哈哈哈哈，我觉得川渝外接受的人应该不多，然后冒菜也很好吃（建议把套餐的自选串串改成冒菜哈哈），可能因为疫情原因，不能自选，但店员选的菜品全是我爱吃的，所以吃得特别开心～，顺便夸一下我自己调的蘸料也特别好吃！要不是吃不下了，我能就着蘸料再吃一碗饭！还有店员服务态度也很好，卫生也不错，反正这次消费特别棒～
小姜同学.,5.0,"不错不错，看抖音来的，错峰来的不用等位子。口味很好，吃的很嗨。
【服务】服务很好
【性价比】买了两个双人自助，吃的很开心。"
哼哈二将之他爹,5.0,一如既往的给力
我是没名字的,2.0,东西少，不好吃。非常不值。不会再去了。
小99_琪,5.0,每月必吃的
ItC389378676,5.0,吃的老带劲了，吃的就是爽，美味，
JvI493410591,4.0,特别棒！疫情期间吃串串，真爱！牛肉q弹嫩滑，服务热情体贴！大赞
灰眸、茶蘼,5.0,服务小哥哥说话很温柔 太堵很好
ZXs269210700,5.0,第二次来1516啦！首先，建议选串串自助，实惠一点，当然如果食量很少的小宝贝当我没说；串串自助是串类和盘类随便选随便拿，小料也是自助，还有无限续杯的天山雪菊茶，我个人是不吃小料的，但是这次尝了一点点！太好吃了！店里调配好的小料简直绝了！上次去没有点饮料，这次点了一杯百香果汁，份量很足，一杯百香果汁里我觉得得有两个百香果，很浓郁，而且可以无限续杯；因为是第二次来了，就送了我很多串糖油果子，这是我第一次在北京看到糖油果子，太好吃了，不是甜的齁人的那种，是甜的正好，比红糖糍粑更好吃！因为糖油果子外边是酥的里边是软的，绝了！我个人比较推荐望京店，我一个朋友去了酒仙桥店，酒仙桥店人很多，而且没有新创的F锅底，服务也比望京店差一点。咳咳，我们两个人吃了接近400串，还吃了很多盘类的，真的好吃😋
ZXs269210700,5.0,"【口味】正宗的四川火锅，牛油锅底，锅底的水用的是农夫山泉，够辣够带劲，我吃过不少串串香，但是唯独这一个锅底怎么吃都不会变淡，酸菜锅底喜欢喝汤的人不能错过，再配上自带的豆花，简直不要太美味
【环境】整个店都是成都主题，随处可见的大熊猫图案，简直是拍照圣地
【服务】这儿的服务跟海底捞比是有过之而无不及，每隔五分钟就有服务员来给你加锅底，看到汤喝完就回过来给你盛汤，衣服还会有专门的袋子，特别温柔，主动添水。   我这次吃到自助，我来解答一下最基本的问题，首先所有盘类串类随便拿，100分钟用餐时间，食材很新鲜，都是新鲜的不超过三个小时，盘类有鸭血，牛肉等等，跟别的自助不一样，有很多串串香自助盘类只有菜，串类也很齐全，量非常多，水的话，有免费的天山雪菊茶，饮料价格也算正常，果汁免费无限续杯"
EthanTammy,4.0,我们是单点的，没有使用自助。菜品种类挺多的，服务态度也不错，唯一的小不足就是吃完味道太太太大了，店家在门口准备了衣物清新剂，希望还能再从换气通风等方面改进一下
大丫鬟小姐命,5.0,"春节前夕来吃串串香，找到了这家自助店。「串串」串串随便拿，很新鲜，四川的正宗火锅。
【服务】服务很热情，还给介绍了特色锅底，三种拼的。给到了茶水。
【性价比】两个人吃了两百多串，很划算！种类也很多，最爱肥肠和掌中宝。"
匿名用户,5.0,"团购的双人自助餐，菜品比较全，性价比很高，个人觉得味道很好，牛肉种类多，肉类新鲜，比一般的串串量大，所有的方盘也都在自助套餐内，望京店底锅有三种汤底。
【服务】店内服务人员会不定时的加汤、清理桌面纸巾等。
【等位】需要早点去，中午12点左右人就多了，需要排队等位。"
lIK735207138,1.0,还好吧，店里卫生做的不错，进出消毒很到位
_qqct21391347818,5.0,「#套餐：望京店自助双人餐」👌超级好吃
hWi399661495,5.0,店里服务特别好……可以自助也可以单点我一个人花了220，也团了优惠卷，口味挺好的下次还来
匿名用户,5.0,不错不错好好吃，环境非常不错以后再来服务员主动热情服务不错，今天和家人吃串串香很开心😁😁😁😁😁😁😁😁😁
nwR857090712,5.0,今天和家人一起到1516串串香吃美食，味道非常不错，以后在来就是安逸巴适哦好好吃，环境很好呵呵
xik719867000,3.0,"味道不错，但是肉类太少，而且都是一些内脏，用餐时间也是太少，尽管知道有时间限制 但是他们的服务太慢，然后时间是从进门验证券码开始算起的
总体也就那样，感觉不太值"
xNp614487562,5.0,服务十分周到 菜品也都非常好吃 性价比也很高 串串类型也很多 总体体验不错
huhu迷弟,5.0,还不错吧，嘻嘻。。。。。。。。
匿名用户,3.0,中午十二点到，人比较多，其实稍晚一点去，人就少了。菜品并不少。
被时光圈养的鱼,5.0,环境好，口味赞，分量足，非常不错，强烈推荐
pbd909699010,5.0,今天在美团上看了这家串串香就过来试吃了一下，在门口就闻到味了吃过之后太棒了，吃过这么多串串香这是最好吃得一家以后还会来的！
Qinnajun,3.0,肉很新鲜，可是怎么没看到水果呢？自助小料打出来的明细可是有小料，小菜，水果的，小菜也只有酸辣萝卜条，水果无踪影，9元一位有点贵。
老司机B哥,5.0,味道蛮不错，菜品也很新鲜
yEW709731410,4.0,我觉着 没吃到糖油粑粑比较难过  据说是晚上吃饭才有  优惠力度很大 服务很好然后还有就是没看到自助水果  其他的还好  很不错
匿名用户,2.0,排风效果差，有点呛鼻子，串串品类有点少，工作人员很热情
匿名用户,3.0,品类不是很多，价格有点偏高，给工作人员点赞，很热情
FTz807678831,5.0,很好吃
匿名用户,5.0,串串肉很大粒  冰粉、酥肉特别赞
匿名用户,5.0,
匿名用户,5.0,
九二年美猴王,5.0,
lynn0809m,5.0,
