区域,北京,餐饮类型,火锅,店铺id,264019,店铺名称,东来顺饭庄（三里河店）,经度,116.346527,纬度,39.911789
用户,星级,评论
花小骚,5.0,蛋糕很不错，奶油一般，服务真心没得说，喜欢的赶紧下手吧
肆游,4.0,非常推荐大家品尝他家的蛋糕，真的不贵还好吃，我经常来的。
执着小伙,2.0,就是贵了点，送的时间还行吧，毕竟那么远
Heebert,5.0,口味很好，价格便宜！值得推荐！
只做木子,3.0,服务态度很好，不能到店验证，给店长打了好几个电话，很耐心解答。
EDX35852232,5.0,生日蛋糕真心不错，服务态度超级满意，
Wew27699782,4.0,蛋糕很好！老人过生日，吃起来很好！
KxB18811391013,4.0,蛋糕的奶油不是太好吃，不知道差在哪里，口感不是很好。服务很好，量也还可以
天边993,3.0,送朋友的，听朋友说挺好吃的，不过要另外交配送费，花了二十几块的配送费，略贵
zhu53354920,2.0,一分钱一分货，味道一般，只能算一般
lnm621946969,5.0,味道不错，样式也不错，下次还会买！
Rainy潇潇,5.0,明天取，相信肯定没问题的，信任卖家。
盈盈伊水,5.0,样子精致，和图片一模一样，但是味道一般，巧克力有点甜！
hcawdyy,5.0,可以外送，真心不错，很方便快捷
卡特琳炸,5.0,好吃 便宜 快捷在这买好多回了
vYz370259171,4.0,不是过生日，就是想吃生日蛋糕了
vRu553958234,5.0,还不错，性价比较高，口感也可以
匿名用户,4.0,不错不错。。。巧克力有点多呀。不过吃起来很好，哥们都很开心。服务态度很好。第一次使用美团，很耐心。价格很合理，很推荐。
匿名用户,5.0,蛋糕做的非常漂亮，味道没吃到光玩了，但是总体来说不错
MiaHappy1,4.0,服务不错，口感还成吧！价格毕竟很便宜
pus746749202,5.0,我在云南昆明，给朋友订的，服务挺好！加油
匿名用户,3.0,很满意，蛋糕也很好吃，不错哦！
Vzb215332473,4.0,对卖家的服务挺满意的，昨天定的，今天约定时间送到。一切都在计划之内，没有耽误事。而且口感也好吃 满意
匿名用户,4.0,蛋糕很好 送货很快很及时 性价比高
gvI757372120,5.0,第二次买了，蛋糕口感不错，又便宜，经济实惠！
许小贱子,5.0,买了两次，味道挺好的，打电话过去可以送到家，很贴心
Cjw754638885,4.0,蛋糕很不错！很好吃！店家服务态度超好！
爱吃西瓜的咩咩,4.0,生日的时候订的蛋糕，蛋糕可以送到学校来很贴心，味道也不错
Yoomiii丶,5.0,非常好，报错了地址重新给送的非常好。
DhP757326911,5.0,挺好的，帮朋友买的，做的挺好看
GUs160697734,3.0,蛋糕味道不错，奶油不会腻，推荐购买！
mSM12499286,4.0,比去实体店买便宜了很多，沁香园的蛋糕也很香甜，服务很好，说加点水果，加了很多！赞！
vYC948472520,5.0,好看，好吃，我的学生非常非常喜欢吃。喜欢
Dzh844028776,5.0,非常好，实惠便宜还很好吃，店家很大方，放了很多水果和巧克力，这么冷的天送货上门第一句话就是没耽误你们吃吧，多好的老板，谢谢啦，祝你生意兴隆！以后有需要还回会来的
青春无敌傲娇宝宝,4.0,店家特别好。每次都来他们家买蛋糕。
oukaien,5.0,很好，蛋糕很好吃，价格也实惠。
q86559915,4.0,很好很好很好很好很好很好很好很好
匿名用户,4.0,蛋糕很好吃，给同学过生日的，以后还来这家
匿名用户,4.0,蛋糕很好吃，定了好多次了，老板也很热情
nFP989918379,5.0,好吃到爆，尤其是心形的巧克力，推荐推荐啊
hal923765155,4.0,服务态度特别好，而且很好吃。朋友生日很开心
BFO853031305,5.0,非常非常不错，口感也不错，服务态度很好
匿名用户,4.0,还比较好了，老板人很好，下次还要来。
Qzh1114,4.0,可以吧，自己没吃送人了大小喜欢。
匿名用户,4.0,很不错，速度快，好吃，干净，满意
PTF845620077,4.0,很实惠！味道也不错！可以考滤！
刘雨涵V5,5.0,很不错。服务很好，给个大赞！！！！
JDT815948588,5.0,送的很快，提前了半小时送到。味道也不错
Ypk138141854,5.0,很不错，朋友很喜欢，下次有机会还买
丑小鸭的孤独,5.0,再次是室友生日，不过这次特别注意了，成功吃到蛋糕，味道相当不错，也不贵，很适合学生党消费，六个人吃的都很开心，还分了一些给别的宿舍的人
UOG121494673,4.0,态度好，商品值，还会再来的！好评！！！
fPD716389518,5.0,老板很好 蛋糕也很好 建议大家购买
匿名用户,5.0,水果不少，蛋糕坯子好，喜欢，第一次团购，以后还找你家，有需要的可以下单了
匿名用户,5.0,水果好好吃，而且蛋糕也很漂亮，推荐哦。非常好吃的一款蛋糕
CHq672071004,5.0,蛋糕真的很不错，是提前预订的，是三点拿，我提前去了半小时都做出来了。很好吃，奶油也很新鲜，朋友很喜欢，下次还会买的！
RfY91908762,3.0,很快。很好吃。下次和朋友在一起去买。
吃饭没肉不高兴,5.0,口味一般，包装一般，图个便宜，不会再买
傻瓜ing521,3.0,很好吃。很甜，我喜欢啦啦啦，啦啦啦啦啦啦
匿名用户,5.0,口味不错，但是不外送，希望以后能送货上门
一天想睡24小时,3.0,一般般吧老样式的蛋糕 口感也还凑合
rfC488899060,5.0,非常好吃，而且价格不贵，多开几家分店就好了
金刚芭比吼小王子,5.0,特别好。 。。。。。。。。。。。
nPM889865758,5.0,挺不错的，送货也及时！大伙可以考虑一下！
jiaoziwj,2.0,蛋糕不柔和，不细腻，不是太好吃，蛋糕倒是挺大
匿名用户,4.0,就那样吧，没有计么独特的，不一样的感觉
timeful,5.0,蛋糕店服务态度非常好，提前半小时去拿蛋糕已经弄好了^O^蛋糕上奶油很新鲜，味道也不是特别甜，没有甜腻的感觉，上面的水果多，提子和猕猴桃超新鲜^O^两层蛋糕中间还有水果夹心，是水果罐头，也很不错！8寸蛋糕6个人吃刚刚好(ง •̀_•́)ง
匿名用户,3.0,朋友过生日订的，蛋糕很漂亮，味道也不错。
iuY970008014,4.0,服务很好！！！棒棒哒！！！！！
匿名用户,4.0,挺好、挺新鲜的。刚开始还担心不好吃。速度也快，还送到家里。
Lmy172218,4.0,室友过生日买的 买了好几次了 便宜好吃
oJT135745109,5.0,态度很好送的也及时弟弟说挺好发的瑕疵还有需要会再来的
匿名用户,5.0,不错，孩子很开心，送货很快，谢谢
自由飞翔5588,5.0,口味很好，价格合理，下次还会光临本店！
msm289,3.0,还好，就是一般的蛋糕 当时只是图它比较近。
匿名用户,5.0,买的黑森林，浓浓巧克力味，送给室友的，她很开心
zhangfengyuan93,4.0,味道很好，蛋糕看上去很诱人，价钱也很合理，总的来说不错
连佳梅,3.0,好吃，好漂亮，离家近服务好，实惠
Edz872609150,5.0,特别好，没有时间去取，还能给送过来，六七个人吃刚刚好，
IBL918426426,3.0,小妹说特别好吃 还会再  来的
徐嘉霏,4.0,奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋糕女性好朋友，送女朋友， 都不错奶油有点腻其它都不错，很值得推荐的一款蛋............
hekai199174,4.0,挺好的，很实惠，有机会还来买，加油哟
fCg850176178,5.0,非常好，我很喜欢，我会帮你们宣传
Vallanzasca,5.0,感觉特别特别的好 吃的特别特别的开心
匿名用户,5.0,服务周到，耐心。送货负责任，口味相当不错。
团嗨P,5.0,好吃不贵，服务相当好。以后就认这家了。
匿名用户,5.0,服务特别好！蛋糕也特别好吃！！
希公举,4.0,特别好吃，大家都很满意，服务很周到，老板很热情，谢谢！
匿名用户,5.0,不错，送的也很及时，不错不错不错
小燕芳飞,3.0,1小时定做就可以领了，还可以。同学过生日的时候订购的，他们抹奶油抹的挺开心…
oKm975440546,4.0,很不错 蛋糕很好吃 服务也好 位置好找
丑小鸭的孤独,4.0,室友过生日买的，很可惜当天下了雨，绑蛋糕的绳子被拉断了，而且还是让店家送过来的，很可惜，辛苦店家了
IwA563623028,3.0,还可以，同学生日，现在涨价了。
XvV327430893,5.0,味道还行。蛋糕挺大的。六个人足够吃
fyS382267005,3.0,一直都在这家定蛋糕，不错，好吃，服务态度好
小A爱吃肉,2.0,东西一般吧，口味一般，只能说都一般。东西一般吧，口味一般，只能说都一般。东西一般吧，口味一般，只能说都一般。东西一般吧，口味一般，只能说都一般。东西一般吧，口味一般，只能说都一般。东西一般吧，口味一般，只能说都一般。
匿名用户,5.0,非常满意 冒雨送货上门 蛋糕孩子喜欢
daishubaobao,5.0,非常美味，很漂亮的蛋糕，超级喜欢
随便弄个名吧,5.0,挺好的，口感也不错，希望能出一些新品，造型多一些吧
daishubaobao,5.0,非常好，很漂亮很美味。强烈推荐
小丸子大灰狼,5.0,蛋糕很好 而且还送货上门 送货大哥很好 下次还会光顾。
匿名用户,5.0,蛋糕挺好吃的，店家也挺好的。我闺女非常开心，会再来买的……
Izj714071331,5.0,性价比高，味道好，水果很多，强烈推荐
益达哒哒哒跶,5.0,价格变高了20块…其他的都差不多
XzS21727652,2.0,一般般，送货比较慢，口味还可以，只吃了一点点
SBn222063845,4.0,孩子过生日，很不错的商品，下次再来
匿名用户,5.0,一直在这里买蛋糕，经济实惠，以后也会一直在这里买
李峥峥145,4.0,给朋友代买的。。。。。。。。。
蓝色季节1,4.0,很多年的一个老店了，一如既往地好。很多年的一个老店了，一如既往地好。很多年的一个老店了，一如既往地好。很多年的一个老店了，一如既往地好。很多年的一个老店了，一如既往地好。很多年的一个老店了，一如既往地好。
匿名用户,2.0,预订时说好的不要巧克力，结果拆开发现一圈巧克力，真的是无语，味道一般，只能把巧克力全结了下来，看着接下巧克力后参差不齐的蛋糕真的是很无语
Cfv393916611,3.0,好看，好吃，服务也好，，，，，，
匿名用户,4.0,朋友过生日团的，当时客服记错我电话号码了，到时间我就没收到取蛋糕的电话。。不过送货的两个小姑娘很耐心的一直等着，，，冲这点要好评！蛋糕做的很精美，味道也很好，水果超多！！！我喜欢^_^，还送了蜡烛和刀叉。
aVV912032827,4.0,价格优惠，口味好，速度快，服务好
mOI304445967,5.0,第一次在网上订购这家的蛋糕，味道还不错。
inT868971272,3.0,味道和好吃，服务很好，时间很快
匿名用户,4.0,买给妈妈的，但是很遗憾没有陪在妈妈身边给她过生日，应该很好吃
grikin,5.0,非常好，服务周到，价格合理！强烈推荐！
Cps224324192,3.0,服务态度不错，蛋糕味道挺好的，就是盒子不够大
Yos90661245,4.0,不错。很满意。服务也很好。以后订蛋糕就你家了
HhT817326967,3.0,店里环境还不错，蛋糕是给男朋友买的，具体什么样不知道，应该不会差
匿名用户,4.0,不錯！挺好吃的。送來也很及時。
sZp626540946,4.0,一如既往的好，宝宝喜欢。好评。下次还会再来
hhh691396445,4.0,满意满意下次还会在去的，上菜速度快
xhk320569701,5.0,老公生日买的，给送到家，很方便，价格也很实惠。蛋糕也蛮好吃的
芬芬钟假小子,5.0,蛋糕非常漂亮，非常好吃。店主服务态度非常好
田园桃李,4.0,不错，值得购买。蛋糕店离学校也很近，口感很好
可爱的小熠,4.0,服务很好，蛋糕味道也很不错，以后会常来。
efh469812574,4.0,很不错。男票生日买的，便宜，实惠。
洛洛洛l竣竣竣,3.0,店铺很小，但是蛋糕做的还可以吧。一分价钱一分货喽。
aWi776185509,4.0,蛋糕不错，好吃，实惠。很好吃。真棒#巧克力蛋糕#
匿名用户,5.0,直接让送到家里来的，还可以。不错
旅途有无止境,5.0,味道不错，价格便宜，以后还会继续光顾本店
_qqstw1383721485,3.0,替同事定的，未到还是很不错的.........
dUU341939677,5.0,物美价廉，东西很好吃，想吃的同学可以定一个，很不错
CAt663747064,4.0,味道挺不错  色泽很光鲜  确实好吃
祁万军512,5.0,东西很棒，买啦好几次了真的不错啊
Qnl657420043,5.0,非常好以后过生日都要来她家！非常喜欢
匿名用户,3.0,味道不错，大家都挺喜欢的，挺甜的
wangyingbaby89,4.0,不错，挺好的，而且特别大，而且五个人吃根本吃不完
dnd843207074,4.0,蛋糕挺好的 黑森林的味道很好 不腻好评
烦躁愤青,5.0,蛋糕很好吃，服务态度好，下次还会再次光临
匿名用户,4.0,蛋糕很大，跟老板说多放水果，服务很好，就是送货之前打电话确认一下就更好了？
索查克,3.0,蛋糕9个人吃也够 店家给送了好多套餐具 不够还可以加  蛋糕上还能写好多字
益达哒哒哒跶,5.0,"真心nice,蛋糕好吃，态度也不错，很满意…"
贺哥是我的小宇宙,4.0,真的是特别喜欢，态度很好，而且还特别好吃
武洪领,5.0,非常好，孩子很高兴，说非常和口味，下次还买
匿名用户,5.0,很好吃很实惠，第二次定了还会继续
akashi莫,4.0,蛋糕很漂亮，味道不错，舍友生日给她的惊喜
Q弹依婷猫,5.0,每次室友过生日都在这买蛋糕，便宜好吃，非常棒
匿名用户,5.0,蛋糕非常好吃，店员态度也很好！
匿名用户,5.0,服务态度很好，蛋糕也是美美哒，还会再来的
匿名用户,5.0,我在外边买的服务挺好的他给送的挺到位的而且他那天送的那天下着雨，爱，反正挺好的。
匿名用户,3.0,生日蛋糕做的不错，订的是黑森林，孩子们都吃完了，都说好吃。
匿名用户,3.0,口味还可以吧，总体来说还不错，送的也很快
赫8777,5.0,不错哦！便宜好吃，性价比很高，我强烈推荐，
huiwen21,4.0,孩子生日来买的。东西不错，很好吃，孩子喜欢
月華夜微雨,4.0,用的是草莓，谢谢卖家啦，挺好吃的
Dec关关,3.0,味道蛮不错的，大家一起吃起来，玩的比较嗨
HeyImDreamy,4.0,很快~服务态度很好~都还不错~
qhb608850530,5.0,特别好   款式也漂亮   味道也好吃  款式也漂亮
OWX339152384,4.0,朋友过生日，都说好呢！赞赞赞...
ZUH914345401,4.0,分量很足，还好！挺满意的~~~
匿名用户,3.0,服务真的很到位，还配送到家，只是画风与食物稍微有点不符。。。
地瓜0223,4.0,黑森林挺好吃的，女朋友很喜欢，下次再订，，，
雨后夏至,5.0,闻着就想吃口号特别好，强烈推荐，还很便宜，吃了好多次，室友过生日每次都在这里买
ogy169827749,5.0,蛋糕味道很好，而且价格合理，值得购买，都买了好几次了，下次还会去的。
Mina君123,5.0,非常好~很满意~态度也很好辛苦配送的人了~口味不错 样式很好
zyah1118,4.0,蛋糕非常好吃，送的也非常快，感谢快递叔叔，下次还会再买的
nyf77319309,5.0,味道很好，里面用的水果也很新鲜，鸡蛋糕入口的感觉不错，感觉都很新鲜，奶油也还可以，感觉很有一点腻，不过感觉新鲜，还可以，水果是新鲜水果，但是夹层里的水果太少，蛋糕本身的水果也不多，希望以后能多放一些水果。
匿名用户,3.0,还好吧，水果很新鲜，不过巧克力和奶油比较腻，还是一分钱一分货吧，我每次吃罗宝的蛋糕就不会觉得腻，不过罗宝确实贵，考虑性价比，还可以！
咦哇哦嘻呵唔喂,5.0,好吃好看。。。。。。。。。。。。棒棒哒
倔强的妞966,5.0,蛋糕做的很漂亮，价钱也合适，料够足，服务好，值得购买！
mealeang,4.0,真的很不错。就当零嘴吃掉了。性价比超高
官衔,5.0,很不错，及时送到，就是蛋糕有一点点大
凉辰娇,3.0,还行，蛮大的，水果也多，就是奶油不怎么多，漂亮
MQc267281110,5.0,送给朋友的，说味道还不错！！服务也很好！
元气少女李清,4.0,棒哒哒。           好吃
Sang.T,4.0,超级实惠，值得一去！一定要去！
Lyl刘雅琳,3.0,这个价位真的是不错了 感觉还挺好的 可以试一试
kuo699128563,4.0,东西挺好的，闺女生日买的。特别喜欢！
DGU913456915,3.0,挺好的 味道也很好 下次还会来
神马天空任我行,4.0,不错................
紫色薰衣草829,5.0,店家很有耐心，生日当天把蛋糕送到学校，很不好意思因为有事耽误了几分钟，蛋糕很不错，造型很好，很喜欢#黑森林#
鹌鹑妮,5.0,好吃不贵，很满意，就是送货慢了点预定的话要提前点就好了
jobljg45,3.0,不错，下次还买！！！！！！！！！
Smk635800539,4.0,蛋糕胚这次感觉有点烤焦了，口感偏硬，干，不是很好吃，奶油和水果口感倒还可以，
Szi108667183,5.0,做的挺快，口感还不错。量比较大
chjzhou0127,5.0,一如既往的好评，我们的蛋糕一直在这家订，口感味道都不错。
GIN67991934,4.0,很便宜，同学过生日团的，巧克力也很多
DIY夏,4.0,还可以吧，不知道味道如何，送东西的大姐态度很好，今天晚上给男朋友一个惊喜，很准时
shy136,5.0,服务态度非常好，按时送到，也很便宜，适合同学生日订，推荐给朋友们了
lyt刘禹廷,3.0,水果蛋糕做的很好吃，下次还找你家买！
Jnu945584911,4.0,非常不错的  还会再去吃 味道棒棒哒
vxA45023679,5.0,服务很好，产品很好吃，推荐给大家
fx1048372902,5.0,第二次买了，蛋糕很好吃，中间夹有水果，就是猕猴桃太酸啦
mary530911,4.0,不错，打电话预定的，很方便，服务也好
匿名用户,5.0,送货准时而且态度超好~蛋糕很漂亮也很好吃啦~
Cheermask,5.0,挺好的，送给朋友过生日的蛋糕，说很好吃~
娜幕汉,5.0,巧克力蛋糕，黑森林，价格合理，味道很棒，而且超快哦
FXC352155604,5.0,很好吃！样式也好，是朋友生日值得考虑的
金隅万科,5.0,好    极力推荐    下次还来
醉醉方休,3.0,味道还可以，配送速度也行，给打4分
匿名用户,5.0,蛋糕做的非常好，味道口感很不错，孩子非常喜欢。
小菲菲253208693,4.0,不错味道不赖值得去尝尝。。。。
xinyang萌萌哒,4.0,蛋糕做的好快，以为会晚了，然而，并没有，好评～～赞赞赞
fx1048372902,5.0,好吃好吃的蛋糕，室友以后买蛋糕都它家了
NNV6119529,3.0,还可以就是水果少点，还有就是那个巧克力
匿名用户,5.0,蛋糕很好吃~很新鲜，服务态度也很好。奶油不是很腻，蛋糕胚子中间夹层的水果很好吃，店里面下订单的人还不少呢，看来口碑不错~
玛尾辫,2.0,味道一般，也许是因为团购的原因吧，由于当时急需要晚上用所以买了团购圈预定
Rafael_Vong,5.0,挺好的挺好的挺好的挺好的挺好的
Mihawk771,4.0,在昌平同学过生日基本都是这里，也不贵
瑞雪小缺儿,3.0,不错。还可以，奶油很甜，只可惜尺寸这次点小了。
匿名用户,4.0,阴差阳错的说地址没写，没有在当天送到，第二天送来的时候从朋友发的图片上看还是可以的！
蒋馨newlife,3.0,哦李想王自义！一个人是啊哈哈我也有我对我有
kumi叶神,5.0,奶油还可以，六个人吃一个十寸的蛋糕没吃完
匿名用户,5.0,蛋糕做得很快，服务态度好，一直从你家定
GVw983229198,4.0,朋友生日买的，尝起来还不错，，
sunmeiying667766,4.0,真的很好哟，给舍友过生日，超级开心
kbR317567248,3.0,味道很好吃，卖家速度也很快。值得购买。
悦有小情绪,3.0,不错！感觉好吃！是我喜欢的！不腻
窗边v绿意,5.0,一如既往的赞，态度好，口味好，黑森林好吃！
zno963476576,2.0,送货速度挺快的 味道不错哦via
匿名用户,4.0,很好，大小，口味，包装什么的在这个价位上很值了
祁万军512,2.0,东西一口没有吃，唉，绳子不结实，我提着蛋糕在路上走着，直接断啦，我当场傻眼啦，唉，
hjy20051010,4.0,很好的，还会买的，一家人都喜欢
zzh982468816,3.0,挺好吃的，我发错短信了，然后一直没有买家一直没有接到这个单子，后来老板开车送来，服务挺好
wxhnwxy,5.0,老妈很喜欢 看起来也很好 只是我没吃着 没能回家
WvD969139109,4.0,蛋糕不错，还给送货上门，口味造型都挺好
冻结之河,3.0,帮同事订购的，味道不错，价格公道，还给送货上门，真心赞
匿名用户,5.0,好，特别好，非常的好，快，非常快，，还很热情。服务好
坤坤不犯困,5.0,味道不错，价格也开心，值得推荐！
linlinwuyu728,4.0,位置很好找，种类也很多，因为出游，买了整整三大袋，味道不错
风感到倦了,4.0,挺好吃的，量特别足，还推荐给同学了。
想要一只小柴狗,4.0,给室友买的生日蛋糕，很不错，有点腻
beP32617472,5.0,同学生日，我们吃的很好，好吃。
lhK143944241,5.0,团购很合适，做出来的也很漂联合
匿名用户,4.0,给舍友买的很好吃，卖家服务也很周到，
_qqk6f1437895678,5.0,位置很近 不应排队非常的快 下次还要在他们家买蛋糕  蛋糕大 口味很好 非常漂亮  我们都舍不得玩都吃光了 水果很丰满 特别大
安心，安定,4.0,经常在这买，店家十分的干净，而且味道很好。老板也非常的热情。
石JL173,3.0,还不错，，，，，，，，下次在买。
匿名用户,4.0,蛋糕性价比高，做的很细腻，而且味道也不是很甜，刚合适，值得推荐
匿名用户,4.0,蛋糕太好吃了，卖家人也非常的好！
五点办了,4.0,最少15个字，为毛线啊。。。。。
Lxc779017522,5.0,蛋糕样式漂亮，奶油细腻，水果多，重要的实惠…
DaC863383727,5.0,可能是全昌平蛋糕最便宜的地儿了，速度要快做人妖挺好呢，有时间大家都挺正常。
KPd315349870,4.0,蛋糕做的真的挺棒的，又很快，买了好几次了
zhangsm0618,4.0,味道不错，样子漂亮，送货及时，推荐
neilyolala,5.0,买给同学吃的～已经毕业了～挺怀念的～
匿名用户,4.0,挺好的，速度快，服务态度也很好
望贤星Kimmy,4.0,给男朋友订了个生日蛋糕，男朋友很开心，而且很划算
刘子龙他爹,4.0,团购太实惠了，88块钱买那那么大的一个蛋糕
Tjj0712,5.0,送货上门，准时准点，必须好评啊啊
hHu774998464,5.0,很不错，经常在沁香园订蛋糕，味道棒，推荐
happy魏,5.0,都很好，味道好，服务好，好好好
EgP180221953,5.0,送货上门，黑森林的味道超级棒，强烈推荐
ILa233333872,4.0,位置很好找，蛋糕也很好吃，推荐
米彩的旧时光,5.0,想吃蛋糕了，又懒得出门去买，这家可以送货上门，物美价廉，超级喜欢
匿名用户,5.0,奶油蛋糕奶油口感细腻甜美，造型中庸。
我还是我就好,4.0,味道很不错，定的黑森林，中间也是夹巧克力心，推荐。
DIt988451725,5.0,过生日一直吃这俩，口味挺好，蛋糕很新鲜
简直没人会,3.0,还可以不错，那次是快递给我送过来的，我记得好像是，服务不错！也挺好看的，就是口味一般
H何河,4.0,挺好的，服务也不错！直接送到家里
bRh160181198,5.0,我自己的生日 自己给自己买的蛋糕 心情很好 蛋糕的味道也很好
许小贱子,5.0,第二次买了，品质如一，送到家太方便了
Mc韵娃,5.0,太棒了非常好，强力推介大家来这里购物
QIR610768794,4.0,还不错的，蛮好吃，服务很到位，很满意
lya443511896,3.0,吃起来棒棒哒~就是朋友们不吃抹茶~郁闷>_<||~
vqz4618392,5.0,不好吃。。也不是特别大啦，口味不符合吧！
icekoala,5.0,味道很好，分量也足，好吃，好评。推荐去尝试
Sbq827996251,4.0,不错，经济实惠，下次还来，吃起来味道都一样，没什么区别
OUw634883329,5.0,服务不错，环境也挺好的，价格比较便宜
金菠萝嘻嘻,5.0,还是不错的，第一次吃，以后还会来
王月娥ever,5.0,买给弟弟的，他觉得很好呢，下次再买
dvW644828876,5.0,蛋糕很好，很不错，价格便宜团购完到哪直接拿很方便
AUW399973779,5.0,亲眼看着做完，速度快，做的蛮漂亮
rWS37794956,3.0,感觉味道不错，价钱也比较格式，态度很好
沸腾的冰糖,5.0,非常好吃！以后还回去的！那么晚了还给做！太好了
风轻云淡app,4.0,味道很OK，服务很好，非常感谢
你妹的真是服了,3.0,蛋糕不错，味道很好，下次还买。
匿名用户,4.0,很好吃～！巧克力有点过甜 吃多了会腻
_qqw5t1378712882,5.0,第二次购买了。朋友过生日，要的奶油蛋糕，让店家把中间的水果切大点，店家也弄的很漂亮。要的8寸的，特别喜欢，三个人吃都没吃完，剩下的朋友带回去吃了。因为我们中午在别的地方吃饭，离蛋糕店不太远，店家很及时的送到了。以后，都在你家买蛋糕了，我期待出提拉米苏的团购，就像味多美的提拉米苏一样。
HEr901296653,4.0,歪了古德精英本生而平等伦理，零
丽娟tvc,2.0,还不错  都快五点了才打电话  还给送过来  态度很好
mGq888174960,4.0,我觉得蛋糕还是不错的，里面有水果，很好吃
琳娜0316,4.0,帮朋友买的，也不知道怎么样，他就要便宜～～～
猎魂骑士6,3.0,一般般把，没有想像中的好，跟味多美的没法比，味道一般
rqW937665937,5.0,买了好几次了，味道始终如一的好，以后还会买
匿名用户,4.0,老顾客了，全家人过生日都在这里购买，物美价廉！
houseyunbaby,5.0,挺好的，团购很合算，买的黑森林，很好吃，性价比不错
匿名用户,4.0,老顾客了，全家人过生日都在这里买，物美价廉！
SrZ379067734,4.0,老顾客了，全家人过生日都在这里买，物美价廉！
Lyn慧,4.0,黑森林是巧克力味的，很不错，味道很好
Death乄依赖,3.0,蛋糕好像做错了有点不满意。。？
fyS382267005,5.0,不错，我定好多啦#巧克力卷# 快快来抢购吧，哈哈
席晓佩,1.0,很不好吃，而且说好的给我要写字的也没有给写，很是失望！
ailuobu3344,5.0,"好多年了,一贯的水准,一贯的品质,值得拥有~~~"
ChicAndrew,4.0,价格实惠公道，包装也显得高大上，推荐一下。
zhangdi356,4.0,样子和味道都不错，下次能配送最好啊！
李姗姗88877,3.0,很不错蛋糕，一直在他家买。老板服务态度也很不错。本来是叫送到公司的临时有点事，又叫朋友上门取得蛋糕。一遍一遍的给老板打电话，真是不好意思。老板还不厌其烦的帮忙，真的挺感动的。口味也超级帮。还会一直购买的。
任宁614,5.0,老客户了，不知道在这里定了多少蛋糕，十个总是有了。朋友生日，老妈老爸生日，自己生日，老公生日。本人觉得奶油和巧克力的都很赞，但是本人喜欢巧克力的，口感更满足。店家态度很好，给送到大宅门。态度很温和，下次还会一如既往的定。
ElY553329149,5.0,蛋糕非常不错，水果满满，最主要的是很负责任，及时送达
SrZ379067734,4.0,非常好，物美价廉，样式又出新款了
超人女朋友,3.0,很好吃！样子很可爱 很便宜 就是送的太慢了！#8寸蛋糕#
小迷糊heart,5.0,很好吃！送给朋友的！很开心！服务超好
SrZ379067734,4.0,非常好，强烈推荐哦，物美价廉！！！
婷婷1591049,5.0,蛋糕很给力！因为是给公司买的，需要早上七点就拿蛋糕，老板人很好！七点准时到位，赞
xfK503891619,5.0,非常推荐他们家的森林物语非常好吃，而且蛋糕啊，奶油都用的黑色的里面含朱古力的就没有奶油的那么腻，他们家蛋糕又漂亮又好吃非常推荐要去哦。
yWY764448905,4.0,订的巧克力的，吃着非常不错，而且是可以送货上门的，价格实惠又美味，强烈推荐呀
lzm520yh,4.0,今年买过两次了，店家态度好，蛋糕味道也好，好吃，前几天闺女生日订的闺女也超喜欢吃，爸妈觉得也非常值，我妈说感觉比金凤成祥的好吃还便宜。以后定蛋糕就这里了。没拍照，要的果香悠扬的闺女看图片自己挑的，吃蛋糕我没在，不过收到后闺女说样子漂亮水果也不少。
ZY1234505,5.0,便宜实惠，好吃，超值，经常来这个光顾
XwU934097709,5.0,蛋糕非常不错！外形看起来很好看，吃起来也很好吃，一如既往地好！
瑞倪维儿护肤麦子,4.0,一如既往的好，还送货上门，推荐。
冷温柔2005zhe,3.0,团购买的很实惠，每次都是团购的。一直在他家买
匿名用户,5.0,超级值，女儿很喜欢，便宜还好吃，送货到家非常准时。下回还去那买
npv345892248,3.0,非常好，谢谢老板服务态度非常好
ldaln,5.0,蛋糕不错，孩子喜欢，服务周到！
che2067,4.0,第一次买她家的蛋糕，味道非常好，蛋糕样子与图片一致，还特意让卖家多放些黄桃，受孩子欢迎。手机坏了，上不了图片，挺可惜的，推荐购买。
ppoopp321,3.0,不错不错～一直从这家订，强力推荐呀
大大牛123,5.0,挺不错的，挺好的，一定要来这买哦，
