店铺名称,店铺id
福缘居酒楼,l8uNm5kgLP4n6eLq
userName,userID,startShop,describeShop,loveFood,pinglunTime,pinglun
妈妈说我不可以一直端盘子,http://www.dianping.com/member/1315580959,15,口味：0.5 环境：1.0 服务：0.5 性价比：3.5 人均：90元,,2020-08-02 17:28,现在大家出门吃饭习惯就已经是看着点评搜寻又加上初来咋到杭州想着跟着必吃榜应该也不太会出错看着大家分享都要排队我们早早5点多就抵达大约排了一个小时吧因为人数没到齐不能入座又约莫等侯了半小时店面不大人真的很多都坐在楼道路边等着等候的时候我们也选好菜色了就按着大家推荐的点唉我真心大大失望「脆皮大肠」非常入味可是我要的酥脆呢？吃起来就很像在嚼塑料片完全大地雷「油淋鸡」鸡肉也太老了吧而且口感极差调味很好但毕竟在广东地区待了一段时间对鸡肉料理的要求也高但这个我不能接受老皮也也不脆「嫩菱芦笋」苦到不行直接吐了「蛋黄南瓜」就是没有蛋黄味的炸面皮小朋友有发出多问号「葱油蛏子」蛏子不新鲜有够想吐我很少会这样攻击性的评断但谢谢永远不会再相见	
NIDHOGGY,http://www.dianping.com/member/2010188732,45,口味：5.0 环境：4.5 服务：4.5 性价比：4.5 人均：68元,喜欢的菜： 脆皮大肠,2020-08-02 17:23,目前附近在修路，略显拥挤。中午12点从河坊街过去的，排队的人较多。建议错峰吃饭。招牌菜味道大多不错，尤其是脆皮肥肠尤为不错。	
亮_802423,http://www.dianping.com/member/589517474,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：68元,喜欢的菜： 脆皮大肠 油淋鸡 蛋黄南瓜 嫩菱芦笋,2020-08-02 17:15,这家店在杭州排名很靠前，当时我们几个人是一起沿西湖骑行后，大家约定选的这家店，想大吃一顿。来了之后，排队的人特别多，当时就感觉这家店很火爆，在等了一会后，就轮到我们了。我们点了一些比较有名的菜，上菜速度很快，菜都好吃。我推荐脆皮大肠，蛋黄南瓜，还有茄子，很好吃，让人意犹未尽。希望下次还有机会去！	
冷的少女,http://www.dianping.com/member/811789411,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：85元,喜欢的菜： 脆皮大肠 蛋黄南瓜,2020-08-02 16:41,这家店真的是收藏了很久！也超多人推荐！去杭州的朋友一定要去！非常推荐！经济又实惠！每桌必点的:脆皮大肠大肠处理的很干净，没有异味，大肠外脆里糯，咬起来很有嚼劲，蘸酱或单吃都不错。八宝油条:开始以为油条里塞了东西，其实就是油条，加一些豆子菜，油条炸的很酥脆，要趁热吃。蛋黄南瓜:外层满满的蛋黄包裹着软糯的南瓜，第一次吃到这个味道的蛋黄南瓜，但是很好吃！葱油鲈鱼:鱼很新鲜，处理的很干净，吃起来不腥。这家店非常不踩雷，可以随便点！去晚了要排队，可以早点过去，或者过了饭点再去！推荐推荐，很值得吃！	
陆建红,http://www.dianping.com/member/56984401,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-08-02 15:47,评议这么好，果然不错，没有失望啊	
东风沉醉剑布衣,http://www.dianping.com/member/827559363,5,口味：0.5 环境：0.5 服务：0.5 性价比：0.5,,2020-08-02 14:37,口味真的丢了杭帮菜的脸，做法各种不在重点，看着顾客都是年轻人…嗯…都怪你，大众点评。	
匿名用户,匿名用户,30,口味：2.0 环境：3.0 服务：3.0 性价比：2.5 人均：205元,,2020-08-02 14:37,12点钟到的排69桌等了1个半小时终于吃上了结果满满的失望唯一比较好吃的脆皮大肠醉虾：心心念念来吃醉虾的，糖味掩其鲜，酒味不足提其香，最过分居然辣味横空出世，妄图麻痹舌尖，掩盖不足，这道菜让我知道什么叫世道艰难，什么叫人心险恶…心都碎成了西湖波浪纹了四喜烤麸：只有甜味还是热的比小馆子做的还差卤鹅：甜没有香味儿油淋鸡：一般	
睿ecoooo,http://www.dianping.com/member/22744907,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：100元,喜欢的菜： 脆皮大肠 油淋鸡,2020-08-02 13:24,真的很火，饭点估计等1h起，但就算如此，还是觉得好好次！！家常菜，家里却做不出，好吃好吃太好吃啦啦啦啦啦！！	
实在不知道叫啥名字的小何,http://www.dianping.com/member/1614439805,45,口味：5.0 环境：4.5 服务：4.5 性价比：5.0 人均：75元,喜欢的菜： 脆皮大肠 蛋黄南瓜,2020-08-02 13:23,福缘居在河坊街附近，生意真的好到爆炸。晚上过来也全是人，一张圆桌拼了三组人，就这样还要等，真的只能说牛逼。脆皮大肠很好吃，真的不亏这么多人推荐。片儿川感觉一般，不过也可能因为我一直吃不惯片儿川，比较喜欢筋道的面条。蛋黄南瓜挺好吃的，不错。糯米藕以前吃的都是凉的，这个是热的，有点不习惯。	
一块鱼饼,http://www.dianping.com/member/147190210,50,口味：5.0 环境：5.0 服务：3.5 性价比：5.0 人均：120元,,2020-08-02 13:14,📍：杭州福缘居时隔一年再次来到杭州吃到了这家神仙餐厅！🍴：「油淋鸡」鸡肉嫩，鸡皮脆，浸在油汤里一口下去，鲜的眉毛都掉。「醉虾」1两22块钱，我算了一笔账=220元/500g，也是我吃过最贵的虾了！虽然对生虾有一丝的顾虑，但为了尝试，还是点了！人生就是一场体验呀！「干炸臭豆腐」臭豆腐真香！可以媲美我在长沙吃的啦！即使不沾酱也好吃。「葱油鲈鱼」本次C位出道的菜！两个人将一整条鱼啃到骨头都不剩？「片儿川」小份也太多啦！终于吃饭传说中的片儿川。下次带朋友打飞的来吃	
金刚葫芦妹_1511,http://www.dianping.com/member/820129609,50,口味：5.0 环境：5.0 服务：3.0 性价比：5.0 人均：0元,,2020-08-02 12:49,味道的确好，就是没什么服务，哈哈	
爱吃火锅牛,http://www.dianping.com/member/50765934,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠,2020-08-02 12:25,收藏好久好久的，这次来总算打卡了！十一点营业我十一点15来就全满了门口里外也一顿爆排！拼了桌很快就坐下了，等待漫长~招牌的脆皮大肠真的绝了！非常爱好者必点！！！油淋鸡着实油腻了一些哈……醉虾就是甜辣蒜酱汁lan的那种味道~(成都话lan哈哈哈就是浸泡)虾很新鲜还是活的~	
Chris__Yao,http://www.dianping.com/member/773207468,40,口味：4.5 环境：4.5 服务：4.5 性价比：3.5,,2020-08-02 12:12,福缘居总是一如既往的热闹，不想排队的话可以选择拼桌，能节省一些时间，第一次来吃之后感觉很好吃，所以这会路过点了几道和上次一样的菜；油淋鸡味道还是很在线，但是大肠，有很多边角料也凑数摆上来了，厚实的大肠没有很多	
匿名用户,匿名用户,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：70元,,2020-08-02 10:16,去杭州一日游走了三个寺庙饿得虚脱一点多到达福缘居附近停车场8块钱一个小时杭州物价真高啊不过好在一点多到不用排队上菜速度也快第一个菜大肠沾卤汁太好吃了不愧是招牌第二个菜油淋鸡绝了我好像一个没见过世面的井底之蛙每个菜都还好吃啊！	
爱吃汉堡的草莓,http://www.dianping.com/member/1127961091,45,口味：5.0 环境：3.0 服务：3.0 性价比：5.0 人均：90元,喜欢的菜： 脆皮大肠,2020-08-02 09:39,这家店好吃到爆！7点去拿的号，前面有60桌。后来知道可以拼桌，果断加入。「脆皮大肠」吃过最好吃的大肠，一点味道都没有「蛋黄南瓜」一般般，蛋黄和南瓜的味道都不是很浓。服务和环境就一般般，属于苍蝇馆，但是味道真的很赞	
半梦、半醒间_9865,http://www.dianping.com/member/788643350,50,口味：5.0 环境：3.0 服务：3.0 性价比：5.0,喜欢的菜： 脆皮大肠 蛋黄南瓜 醉虾,2020-08-02 08:27,到杭州的第一顿是来打卡这家网红大排档，人非常多，取号很混乱。七点多，我去取号被告知没号了，但是可以打包带回去。我在收银台点菜打包时，有人要求取号，居然都取到了。。这是歧视外地人嘛。。。菜打包带回去，味道都不怎么样了。冲着「脆皮大肠」来的，带回酒店吃时，已经不脆了，非常难嚼。「蛋黄南瓜」味道还行，就是冷了的话，会变得非常油腻「油淋鸡」分量很大，冷着吃味道一般「醉虾」调味非常好，小河虾吃不出一点腥味「西湖醋鱼(鲈鱼)」非常难吃，不推荐「干炸响铃」配上番茄酱，脆脆酥酥，酸酸甜甜的，味道不错如果去吃这家店还是建议堂食，带回去菜的味道全变了	
Kaylee要吃饱饱,http://www.dianping.com/member/1072769682,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-08-02 03:36,老馆子太好吃了卤大肠太绝了！值得去很多次	
陈布达,http://www.dianping.com/member/49836363,50,口味：4.5 环境：4.0 服务：3.5 性价比：5.0 人均：80元,喜欢的菜： 油淋鸡,2020-08-02   更新于2020-09-10 00:45,两年前吃的，没啥好挑毛病的，吃烟火气和高性价比。恰是笋的时令，俘虏了广东胃，两个香港朋友都赞不绝口。他俩对食材不求四季只求本味的，油焖笋，既保住了基本盘，又给他们新的机会点。其他菜，对老饕来说，好吃但不惊艳。个人偏爱油淋鸡。最近他们又要来了，是时候去回味了。	
Kamaria是月亮,http://www.dianping.com/member/808476913,40,口味：4.0 环境：3.5 服务：3.5 性价比：3.5,,2020-08-02 00:03,专程来到杭州想尝尝杭州本帮菜小伙伴的杭州伙伴推荐的这家店点了东坡肉感觉还可以还有油淋鸡酱汁就像葱油蟹的汁还不错还有鱼丸非常非常Q弹咬开后里面非常嫩牛蛙味道还不错闻着就非常香生意非常的火爆全都是人坐的满满当当的	
彼得潘手作_手工diy工作室,http://www.dianping.com/member/52492261,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 脆皮大肠,2020-08-01 22:46,从上海去杭州玩了一天半，上午法喜寺，北高峰，下午龙井村，九溪，走路走了三万步，精疲力尽的一天，打算随便找家吃点。看这家排名很高，直接打车过来了，没想到取号前面还有六十几个号，顿时有点失望，打算换一家，坐在门口等位处翻看附近的饭店，发现叫号都是十个号一块叫，比去30到39这样，叫号速度特别快，于是坐下来等号，没多久就到我们了，看着前面排号多，实际等位20分钟都不到。很幸运我们没有因为太饿了换一家，还好继续等位了，因为太好吃了，不然差一点就错过了，也算是误打误撞没做任何攻略找了家值得一去的店。招牌脆皮大肠和油淋鸡都尝了，第一次吃到这样的做法，蛮有意思的。蛏子也特别肥美，鲜嫩多汁，配上一口北冰洋，一天的疲惫都一扫而光。	
NaVy吴小迪,http://www.dianping.com/member/761406616,45,口味：5.0 环境：4.0 服务：3.5 性价比：3.5,,2020-08-01 21:50,真的是吃过一次就想吃第二次，完全是因为他的口味真的真的太符合我了！基本每桌都会点脆皮大肠、油淋鸡、蛋黄南瓜，真的味道绝了！大肠处理的很干净，入口要下去，门牙感到酥脆，而后槽牙感到的是多汁的醇厚感。油淋鸡鸡肉鲜嫩，肉香浓郁。还有我超爱的拌川，真的超级爱！当然，要吃他家你必须有足够的耐心哦～	
猫薄荷LL,http://www.dianping.com/member/8359683,45,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：200元,喜欢的菜： 膏蟹 醉虾,2020-08-01 21:09,[薄荷]环境：没什么环境，就苍蝇小馆的感觉，最近也很少吃这种杭帮菜，都是游客来的。[服务铃]服务：旁边就是收银台，老板态度也是牛的哈哈，生意是真的好，所以硬气？「油淋鸡」就肉质一般吧，过得去，上来有点凉了，影响口感「醉虾」已经不跳了，冲着这道菜来的，小失望，调味还是好的「膏蟹」好吃的，毕竟价格在，一定要配米饭，油脂和碳水加上给力的酱汁，珍珠的生活太美妙「干炸臭豆腐」「葱油蛏子」还行，无功无过	
阿琳,http://www.dianping.com/member/852813634,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-08-01   更新于2020-08-02 14:44,人很多，排队排了一个小时，正宗杭帮菜，菜品偏甜，这个猪肠真的好好吃呀，甜甜脆脆，油爆虾原以为是大虾，没想到是小虾，酸酸甜甜。在杭州生活了20多年才发现这家很正宗的杭帮菜，强烈安利。小巷子出美食，果然是有道理！	
Hereys,http://www.dianping.com/member/128517550,35,口味：4.0 环境：3.0 服务：2.5 性价比：3.0 人均：76元,,2020-08-01 19:13,周围在修地铁，所以不是很好找，走过了都没有发现。下午一点的时候过去，不想等位就直接进去包间和人拼桌。两个人只点了三个菜，脆皮大肠不错，脆脆的，就是量不是很多。油淋鸡强烈推荐，稍微带一点甜味，觉得是很正宗的杭帮菜。干炸臭豆腐一般吧，就是普通的哪里都可以买到的臭豆腐。这家店过了下午两点就不可以点菜了，去的时候人多又杂乱，大家是真的认准这家老字号，所以生意这么好，总体来说味道可以，服务和管理如果能加强，这家店还是非常值得推荐的。	
冰箱里的雪菜,http://www.dianping.com/member/1491931765,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：74元,喜欢的菜： 脆皮大肠 油淋鸡,2020-08-01 18:38,这家店真的是很不错，完完全全的本地口味，吃的很舒服一顿下来，强烈建议早点来，如果周末的话一定要四点左右来排队，不然肯定吃不上。光顾着吃了，好几个菜没有拍照！脆皮大肠非常脆，毫不油腻，非常的香油淋鸡皮脆肉嫩，非常入味！下次还会再去打卡的！	
蓝衣小fan,http://www.dianping.com/member/8606512,50,口味：5.0 环境：4.0 服务：4.0 性价比：5.0,,2020-08-01 18:23,接地气的人气小网红吧～赶上第一波入座，点菜就是自己拿一张纸头自己手写连个扫码点菜也没有，就是这么牛菜的确是好吃，脆皮大肠必点，那个皮就像脆皮烤乳猪的皮一样，看着油腻但是一口接一口哈哈哈咸蛋黄南瓜，应该是南瓜裹了糯米粉炸，再包裹一层咸蛋黄，巨肥所以巨好吃，满足其他几个菜也不会踩雷的感觉，菜的卖相也不错的～吃完出来打车，一路担心会吐，可见吃得多饱	
安静多,http://www.dianping.com/member/141667151,5,口味：0.5 环境：0.5 服务：0.5 性价比：0.5,,2020-08-01 17:48,打车过去的，司机停车说到了的时候，我下意识的打开滴滴确认了一下我的定位，没有错，我到了一个老破小居民楼围绕的施工工地旁边，走了200米到店门口，一股子油腻腻的味道飘出来，打开门，像极了工地定点食堂。37度的天气，大众点评四点说晚饭开始，我三点五十到，不允许我在屋里等位，给了两个塑料凳子让我在外面热着。就这种服务态度和环境，能有多好吃呀	
123不许动,http://www.dianping.com/member/802261087,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-08-01 16:41,5点不到过去的不用排队点菜是自己写在纸上的「脆皮大肠」很好吃也不臭沾着他们的汤水更加好吃「油淋鸡」鸡是被炸过的所有鸡皮特别好吃整个都很有味不错「嫩菱芦笋」很嫩很鲜「葱油蛏子」不是很好吃就很一般有点过咸了	
虾丸hoho,http://www.dianping.com/member/141338711,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：80元,喜欢的菜： 脆皮大肠 油淋鸡 蛋黄南瓜,2020-08-01 15:50,一家来杭州必须要去吃的店，大多数食客都是杭州本地人，回头客特别多。有外地来的朋友特别推荐去吃这家。最喜欢的当然是脆皮大肠和油淋鸡，还有蛋黄南瓜也非常不错。建议多几个人去吃，可以多点一些菜，因为真的有很多好吃的菜。	
怀念,http://www.dianping.com/member/819934025,15,口味：2.5 环境：1.5 服务：0.5 性价比：1.0 人均：75元,,2020-08-01 15:38,实在不知道怎么排名的，首先说这家店的霸王条款吧，不管排的多早，人不到齐，永远不让进。然后说服务，这家店的服务可以用傲气来比喻，爱吃不吃；再来说说菜品，口味偏重，厨师比较随性，同样的菜品量的差别很佛系。今天还目睹了，老板和游客的吵架，无语	
豪豪,http://www.dianping.com/member/1411471298,35,口味：4.0 环境：3.5 服务：3.5 性价比：3.5,,2020-08-01 14:25,觉得很一般，可能是我自己口味吃不习惯吧，之少也不讨厌。	
巴拿拿小香蕉,http://www.dianping.com/member/1329623519,45,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,喜欢的菜： 油淋鸡 脆皮大肠,2020-08-01 13:31,在西湖走了好久好久真的是完美演绎饥肠辘辘的一天坐地铁冲过去听到拼桌马上坐下快速点单下单「油淋鸡」看着点评点的比想象中好吃很多「脆皮大肠」大肠处理很干净外表脆脆的蘸酱很像「上汤苋菜」料十足十足不得不说每个菜配着米饭都很下饭好绝～～～	
匿名用户,匿名用户,35,口味：3.0 环境：2.5 服务：2.5 性价比：2.5 人均：90元,,2020-08-01   更新于2020-11-22 21:44,看了点评基本都是吹上天，吃了以后也觉得不过如此，甚至还有点小亏五点半左右到那边附近是没有停车位的，到了以后前面有十多号拼桌不用等就拼桌了。菜单是要自己写的，点了图里的几个菜还有一个八宝油条和葱油蛏子人均九十多，价格真的是不便宜。「脆皮大肠」很喜欢吃大肠也吃过很多地方都脆皮大肠，福缘居的只能说是中规中矩，没有什么出彩的，可能外地游客来杭州第一次吃可能觉得蛮好吃的，沾酱太咸不沾太淡。烤鱼和弄堂里的脆皮大肠都偏甜口我更喜欢，而且性价比稍高。「油淋鸡」炸过的鸡浇上蒸鱼豉油淋一勺油就是这道菜的味道了，所以你能吃鸡肉吃出鱼的味道，很奇怪，鸡肉也很散，肉不紧实。「糖醋里脊」菜单上很实惠的菜不知道是不是去晚了已经没有了「葱油蛏子」普通葱油蛏子什么味它什么味「八宝油条」喜欢吃八宝油条的可以移步慧娟面馆试试「茶树菇八爪鱼」茶树菇很油，是干煸过的那种八爪鱼量不多，味道也就一般。总体来说价格偏高性价比低，环境很吵，需要自己加水写菜单，不会再去了。	
mildy123,http://www.dianping.com/member/3201168,45,口味：4.5 环境：4.0 服务：4.0 性价比：5.0,,2020-08-01 13:07,跟着美食博主的帖子慕名而来，价格实惠却又味道正宗的居民区小店。点的都是时令或招牌：嫩菱芦笋，油淋鸡，西湖牛肉羹，片儿川，笋干菜河虾，西湖醋鲈鱼。有惊喜的是西湖牛肉羹，里面加了这年头很金贵的莼菜。片儿川惊艳，是我吃过最好吃的雪菜笋丝面。西湖醋鱼失败，老爸说鱼死了有一会儿了，所以腥味有点重。环境方面，毕竟是小店，还是有局限，里面的桌子由于靠近厕所，味道实在难受，还好当时门口还有空桌，我们就换过去了。要来吃要趁早，我们四点三刻到的，等我们吃完离开的时候店里已经十几个人等位了，生意太好了。	
吴诗晔,http://www.dianping.com/member/759195018,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 油淋鸡 上汤菠菜 爆炒腰花 脆皮大肠,2020-08-01 10:45,一家不负众望的餐厅哈哈哈哈本来挺担心网红店反而会有落差但吃了以后不得不说味道真的不错这次点了「油淋鸡」味道不错「脆皮大肠」招牌不油腻「蛋黄南瓜」这个就发挥正常「上汤菠菜」味道挺浓郁「爆炒腰花」味道不错菜品分量都挺足的等位需要点时间这次去吃大概等了一小时不到的样子总体还是一家很推荐店杭帮家常菜餐厅哈哈哈	
拾荒老阿姨,http://www.dianping.com/member/1325845260,50,口味：5.0 环境：4.0 服务：3.5 性价比：4.5,,2020-08-01 10:30,[薄荷]环境：每天排队的人都很多所以显得热闹稍显拥挤而且人到齐了才能进去可想而之有多火「脆皮大肠」大肠处理的很干净量不多价格不算低但是很少能吃到这么干净的大肠一定要点！「干炸臭豆腐」我是不太喜欢吃臭豆腐的人也吃了好几块我觉得沾卤鸭的汁更好吃哈哈「卤鸭」一直觉得鸭子很骚气的我真的绝了这个鸭子酱汁很好很入味鸭子也没有腥臊的味道反正是我印象中吃过最好吃的了「油淋鸡」油淋鸡好像是招牌看到每一桌桌上必选的菜皮炸的挺好吃但是我个人觉得肉不太入味「干炸带鱼」我不喜欢吃带鱼不发表意见同行的小伙伴说很不错也是店里的招牌水煮肉片还是牛肉不推荐量少味道还行无功无过吧	
豆豆糖,http://www.dianping.com/member/45765646,35,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：80元,喜欢的菜： 油淋鸡,2020-08-01 10:16,[薄荷]环境：店里油腻腻的，为了必吃榜来的。下午4:30才开门，店里服务员都躺在椅子上休息。[服务铃]服务：没啥服务，态度也不好，说话时语气也蛮凶。「油淋鸡」这个菜最后才上，都吃饱了吃不下，所以口感没有很惊艳，但到家饿了的时候拿出来吃又非常好吃。「蛋黄南瓜」表面的咸蛋黄比较少，也没那么脆。「丝瓜番茄笋汤」也很一般。不是很推荐。「酱爆牛蛙」这个比较下饭，牛蛙也比较新鲜，但是对我来说淡了点。最后再说一句，糖醋里脊才10块，但是跟我们说卖完了，关键我们是刚营业就进去吃的第一波。	
懿,http://www.dianping.com/member/42498170,50,口味：5.0 环境：4.0 服务：4.0 性价比：4.5,喜欢的菜： 脆皮大肠 家常豆腐,2020-08-01 08:53,懿💛💛💛探店🌈ᴿᴬᴵᴺᴮᴼᵂᴬᴸᴸᴮᵁᴮᴮᴸᴱᴮᴬᴮᴱ🌻💖🧡💛💚💙💜杭州必吃榜单之一，慕名而来的，排队很多人，店面不大，杭州只有这一家店，没有分店哦，想吃还带来这家店🥳脆皮大肠大肠清理的非常干净，一点都不像大肠了，外皮酥脆，搭配酱个人觉得太咸了，空吃几块会有点腻🥳上汤苋菜这道菜真的很有个性，颜色居然分层了，最低汤汁是偏紫色，表面汤汁金黄色，搭配蔬菜、蘑菇、虾干，味道很鲜美，适合口味清淡的顾客🥳家常豆腐木耳、韭菜、杏鲍菇、虾干做辅菜，豆腐一块一块的大小正合适	
喇叭叭叭叭,http://www.dianping.com/member/1245235669,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0 人均：70元,喜欢的菜： 脆皮大肠,2020-08-01 06:51,注意营业时间哦。不要跑空，工作日四点半到的不用排队！「油淋鸡」58rmb葱味很浓。然后下面是酱，油挺多的，所以吃到后面有点点腻，鸡是表层炸过的，里面很嫩，鸡不算大，半只鸡58有点贵「脆皮大肠」68rmb这个真的很推荐！大肠那种不好的味道其实吃不太出，最好吃的是那种比较肥的，外壳脆脆的，配上酱汁，好吃！「北冰洋」朋友拿了一瓶....居然要八块钱惊了总体来说很不错啦下次还会去吃[薄荷]环境：店里挺大的，还有包厢	
嗯_哼哼,http://www.dianping.com/member/26107079,35,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,喜欢的菜： 脆皮大肠 嫩菱芦笋,2020-08-01 01:23,在附近搜索美食找来的，没想到排队的人超级多，但是取号叫号都是纯人工的，所以真的非常混乱，现在杭州网红点大多都要排号，其实大家不怕等，但是这样等位等的稀里糊涂的体验感实在不太好，一个小时左右终于坐下了，自己手写好菜单给了服务员之后，一直等呀等，点的都是店里的招牌，奇怪的是边上后入座的都上菜了（我也点了一样的菜）我们桌的迟迟没来，大概半小时终于上了第一道。总之前面这些的体验感实在一般，好在脆皮大肠、拌川、嫩菱芦笋这些菜还算合胃口。	
庭有合欢,http://www.dianping.com/member/797831831,45,口味：5.0 环境：4.0 服务：4.0 性价比：4.5,喜欢的菜： 嫩菱芦笋 家常豆腐,2020-07-31 21:50,在杭州吃到的比较好吃的一家餐厅，人非常多，不想排队就得拼桌。脆皮大肠表皮很脆，里面很软，不是很油腻。最让我惊喜的是嫩菱芦笋，芦笋削了皮贼嫩，整体口味非常好。豆腐也非常好吃，是用了石膏豆腐，光盘！卤鸭味道很正宗～	
buy-me-a_friday,http://www.dianping.com/member/121126435,50,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡,2020-07-31 21:43,脆皮大肠真的真的真的太好吃了！是朋友和我都隔天都留恋还会互相提起的美味，会吃大肠的真的不容错过，有种脆皮烤乳鸽的脆皮感，绝了不管蘸不蘸酱都很好吃，不会有一般的大肠气息油淋鸡这个配饭简直了别看鸡肉大大块的但是一点都不柴多蘸点料汁后香味更甚	
是罗努力啊,http://www.dianping.com/member/35558656,35,口味：3.5 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 醉虾,2020-07-31 20:07,算是挺早到的，可还是排起了长龙，由于太火爆，大部分店里都是以拼桌形式招牌醉虾，这个味道太好，上来的时候，虾还是活弹着的，盖上盖子捂那么会就可以吃了，酱汁是那种带着番茄酱的酸甜醋感，挺喜欢的这个味道油淋鸡，也是店里招牌，但觉得并没有多出色脆皮大肠	
周小哼_62,http://www.dianping.com/member/974867382,40,口味：5.0 环境：4.0 服务：4.5 性价比：4.0,,2020-07-31 19:35,排队很久但实在不想再走了就等了已经接近午餐结束的点了。等了一个小时左右点的都是推荐的菜总体来说味道还可以但也不必排这么久「脆皮大肠」推荐第一是有道理的我从来不吃肥肠这个都可以吃的下去炸的非常脆没有腥味也不油腻真的不错「蛋黄南瓜」也挺好吃的咸蛋黄无敌「嫩菱芦笋」很清爽脆甜的口感「干炸臭豆腐」真的很臭不能接受的千万别点	
吃货洋皓妈,http://www.dianping.com/member/3501257,45,口味：5.0 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡 蛋黄南瓜 八宝油条,2020-07-31 19:30,这家店不好找，导航会把你导到店后门去，其实就在修地铁的这条路上。人气很旺，等了差不多半小时，还是拼桌才有得提前一点安排。首先来了四瓶网红汽水，北冰洋+百香果乳酸菌汽水，价格小贵，味道还行。大热天赶过来吃饭，先灌上几口冰汽水，很爽。全杭州排名第一的脆皮大肠肯定要点，外焦里嫩，薄皮的很脆，单吃或裹酱汁都好吃，名不虚传油淋鸡也很香，一开始我还看成香酥鱼了。八宝油条是家里人爱吃的，当主食吃，两个娃很快就把这盘菜光盘了。蛋黄南瓜一开始吃感觉有点淡，儿子还说要去跟厨师建议蛋黄要多放点盐，后来吃出淡淡的南瓜甜味，就是这样刚刚好。下次有机会再来尝尝其他菜。	
麦田里的小脑斧,http://www.dianping.com/member/53838096,35,口味：3.5 环境：3.5 服务：3.5 性价比：3.5,,2020-07-31 18:29,性价比还是可以的，菜的份量也足，建议四个人去，这样位置做的舒服菜也能点的多一些	
_Placebo,http://www.dianping.com/member/15880152,45,口味：4.5 环境：2.0 服务：2.0 性价比：4.0 人均：150元,喜欢的菜： 三丁甜豆 葱油蛏子 脆皮大肠,2020-07-31 18:28,除了口味好没有服务没有环境的本地菜馆。作为土生土长杭州人终于跨了半个城来拔草了。醉虾超好吃必点大肠很酥很入味很干净臭豆腐中规中矩三丁甜豆很好吃干净清爽油淋鸡就是葱油味的葱油蛏子量少了点，味道好的排队很长很长路过可以去吃吃	
惬意的野心家,http://www.dianping.com/member/64470285,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：60元,,2020-07-31 17:55,打卡福缘居。杭州一家比较接地气的杭帮菜餐馆。餐厅的生意特别好。排队都花了两个多小时，因为餐厅的位置比较少，所以排队时间要花很长，不过还是比较值得等的，味道很不错，一些地道的杭帮口味做得比较好，蛋黄南瓜在不少餐厅都会有这一道菜做得中规中矩。	
所以、你好.再见,http://www.dianping.com/member/1219871533,35,口味：3.5 环境：3.5 服务：3.5 性价比：4.0,,2020-07-31 17:16,之前看周扬青来杭州玩，评论下面巨推这家，所以一直跟男朋友喊着要来吃，据说人很多需要排号，下午看着营业时间就早早来，男朋友还说人不多，结果坐下没一会人就多起来，脆皮大肠挺好吃、男朋友嘴很叼、整体蛮不错的、「脆皮大肠」「油淋鸡」「嫩菱芦笋」「马蹄芦笋」打卡成功～	
tongtongmama,http://www.dianping.com/member/1986318,50,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：90元,喜欢的菜： 油淋鸡 脆皮大肠,2020-07-31 14:41,一直被推送到，这次就来拔草了！菜单的选择还是很多的，家常为主，人多的话，选择面可以多一些；还好是周五，赶到时前面有6桌，排了十来分钟就有位了；点了招牌的脆皮大肠，这个有点好吃😋，大肠处理得很干净，一点不骚，外脆内糯有嚼劲，应该是卤过后再炸的；酱爆田鸡，估计田鸡是敏感词，菜单上把“鸡”字省略了，田鸡炒的过了火候，有点老；油淋鸡，酱汁调制的不错，葱香微甜，但鸡选的是那种大个鸡，肉略微有点柴；老板很热情，蛮会做生意的，排队太热先叫了瓶北冰洋，也说不急不需要先付的！总体还是不错的。	
